school_id,school_name_en,school_name_zh,stage,curriculums,confidence,source,reason
sch_01185,C.C.C. Primary School (油尖旺區),中華基督教會油尖旺區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01186,Catholic Primary School (東區),天主教東區小學（東區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01187,Sik Sik Yuen Primary School (屯門區),嗇色園小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01188,Catholic Primary School (元朗區),天主教小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01189,Catholic Primary School (元朗區),天主教元朗區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01190,Tung Wah Group of Hospitals Primary School (南區),東華三院南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01191,S.K.H. Primary School (東區),聖公會小學（東區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01192,Baptist Primary School (東區),浸信會東區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01193,Methodist Primary School (屯門區),循道衛理小學（屯門區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01194,Lutheran Primary School (南區),路德會小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01195,Buddhist Primary School (北區),佛教小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01196,Yan Chai Hospital Primary School (沙田區),仁濟醫院沙田區小學（沙田區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01197,Salvation Army Primary School (屯門區),救世軍小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01198,Yan Chai Hospital Primary School (灣仔區),仁濟醫院灣仔區小學（灣仔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01199,Tung Wah Group of Hospitals Primary School (深水埗區),東華三院小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01200,S.K.H. Primary School (大埔區),聖公會小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01201,Pok Oi Hospital Primary School (灣仔區),博愛醫院灣仔區小學（灣仔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01202,Baptist Primary School (中西區),浸信會小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01203,Sik Sik Yuen Primary School (中西區),嗇色園小學（中西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01204,Lutheran Primary School (西貢區),路德會小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01205,Lutheran Primary School (沙田區),路德會小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01206,Baptist Primary School (西貢區),浸信會小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01207,S.K.H. Primary School (西貢區),聖公會西貢區小學（西貢區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01208,Buddhist Primary School (中西區),佛教中西區小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01209,Catholic Primary School (葵青區),天主教葵青區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01210,Po Leung Kuk Primary School (中西區),保良局中西區小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01211,C.C.C. Primary School (東區),中華基督教會小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01212,Lutheran Primary School (北區),路德會北區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01213,Buddhist Primary School (南區),佛教南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01214,Methodist Primary School (元朗區),循道衛理小學（元朗區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01215,Sik Sik Yuen Primary School (灣仔區),嗇色園灣仔區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01216,Sik Sik Yuen Primary School (東區),嗇色園小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01217,Taoist Primary School (深水埗區),道教深水埗區小學（深水埗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01218,Baptist Primary School (荃灣區),浸信會小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01219,Baptist Primary School (深水埗區),浸信會深水埗區小學（深水埗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01220,C.C.C. Primary School (灣仔區),中華基督教會小學（灣仔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01221,Methodist Primary School (油尖旺區),循道衛理油尖旺區小學（油尖旺區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01222,Lutheran Primary School (北區),路德會小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01223,Sik Sik Yuen Primary School (北區),嗇色園小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01224,C.C.C. Primary School (北區),中華基督教會小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01225,Tung Wah Group of Hospitals Primary School (黃大仙區),東華三院黃大仙區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01226,C.C.C. Primary School (九龍城區),中華基督教會小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01227,Buddhist Primary School (葵青區),佛教小學（葵青區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01228,Lutheran Primary School (離島區),路德會離島區小學（離島區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01229,Pok Oi Hospital Primary School (灣仔區),博愛醫院小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01230,Taoist Primary School (中西區),道教小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01231,Po Leung Kuk Primary School (西貢區),保良局西貢區小學（西貢區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01232,Methodist Primary School (觀塘區),循道衛理小學（觀塘區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01233,Baptist Primary School (南區),浸信會小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01234,Pok Oi Hospital Primary School (灣仔區),博愛醫院小學（灣仔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01235,S.K.H. Primary School (灣仔區),聖公會灣仔區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01236,Baptist Primary School (灣仔區),浸信會小學（灣仔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01237,Po Leung Kuk Primary School (南區),保良局小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01238,Po Leung Kuk Primary School (南區),保良局南區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01239,Catholic Primary School (灣仔區),天主教灣仔區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01240,Yan Chai Hospital Primary School (大埔區),仁濟醫院小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01241,Pok Oi Hospital Primary School (大埔區),博愛醫院小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01242,Taoist Primary School (九龍城區),道教小學（九龍城區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01243,Methodist Primary School (南區),循道衛理南區小學（南區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01244,Tung Wah Group of Hospitals Primary School (東區),東華三院小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01245,Buddhist Primary School (離島區),佛教小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01246,Baptist Primary School (觀塘區),浸信會觀塘區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01247,Buddhist Primary School (元朗區),佛教元朗區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01248,S.K.H. Primary School (東區),聖公會小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01249,Po Leung Kuk Primary School (南區),保良局小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01250,Po Leung Kuk Primary School (觀塘區),保良局觀塘區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01251,Yan Chai Hospital Primary School (九龍城區),仁濟醫院九龍城區小學（九龍城區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01252,Tung Wah Group of Hospitals Primary School (離島區),東華三院離島區小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01253,C.C.C. Primary School (西貢區),中華基督教會小學（西貢區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01254,Yan Chai Hospital Primary School (中西區),仁濟醫院中西區小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01255,Salvation Army Primary School (中西區),救世軍小學（中西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01256,Buddhist Primary School (黃大仙區),佛教小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01257,C.C.C. Primary School (東區),中華基督教會小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01258,Methodist Primary School (屯門區),循道衛理小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01259,Methodist Primary School (西貢區),循道衛理西貢區小學（西貢區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01260,Buddhist Primary School (南區),佛教小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01261,S.K.H. Primary School (屯門區),聖公會屯門區小學（屯門區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01262,Pok Oi Hospital Primary School (中西區),博愛醫院小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01263,Buddhist Primary School (東區),佛教東區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01264,C.C.C. Primary School (北區),中華基督教會小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01265,Po Leung Kuk Primary School (東區),保良局東區小學（東區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01266,Methodist Primary School (荃灣區),循道衛理小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01267,C.C.C. Primary School (葵青區),中華基督教會小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01268,Po Leung Kuk Primary School (東區),保良局小學（東區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01269,Tung Wah Group of Hospitals Primary School (屯門區),東華三院小學（屯門區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01270,C.C.C. Primary School (南區),中華基督教會南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01271,S.K.H. Primary School (深水埗區),聖公會小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01272,Sik Sik Yuen Primary School (屯門區),嗇色園屯門區小學（屯門區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01273,Yan Chai Hospital Primary School (大埔區),仁濟醫院小學（大埔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01274,Yan Chai Hospital Primary School (黃大仙區),仁濟醫院小學（黃大仙區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01275,Pok Oi Hospital Primary School (荃灣區),博愛醫院小學（荃灣區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01276,Taoist Primary School (中西區),道教中西區小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01277,Sik Sik Yuen Primary School (灣仔區),嗇色園灣仔區小學（灣仔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01278,Catholic Primary School (沙田區),天主教沙田區小學（沙田區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01279,S.K.H. Primary School (黃大仙區),聖公會小學（黃大仙區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01280,Tung Wah Group of Hospitals Primary School (黃大仙區),東華三院黃大仙區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01281,Methodist Primary School (東區),循道衛理東區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01282,Sik Sik Yuen Primary School (屯門區),嗇色園小學（屯門區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01283,Tung Wah Group of Hospitals Primary School (觀塘區),東華三院觀塘區小學（觀塘區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01284,Methodist Primary School (深水埗區),循道衛理深水埗區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01285,Lutheran Primary School (葵青區),路德會小學（葵青區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01286,Catholic Primary School (觀塘區),天主教小學（觀塘區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01287,Methodist Primary School (深水埗區),循道衛理小學（深水埗區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01288,Salvation Army Primary School (九龍城區),救世軍小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01289,Taoist Primary School (西貢區),道教小學（西貢區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01290,Po Leung Kuk Primary School (屯門區),保良局小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01291,C.C.C. Primary School (離島區),中華基督教會離島區小學（離島區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01292,Yan Chai Hospital Primary School (灣仔區),仁濟醫院小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01293,Buddhist Primary School (觀塘區),佛教小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01294,Catholic Primary School (屯門區),天主教屯門區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01295,Salvation Army Primary School (觀塘區),救世軍觀塘區小學（觀塘區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01296,Yan Chai Hospital Primary School (葵青區),仁濟醫院葵青區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01297,Buddhist Primary School (中西區),佛教中西區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01298,Yan Chai Hospital Primary School (北區),仁濟醫院北區小學（北區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01299,Pok Oi Hospital Primary School (南區),博愛醫院南區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01300,Yan Chai Hospital Primary School (沙田區),仁濟醫院小學（沙田區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01301,S.K.H. Primary School (屯門區),聖公會小學（屯門區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01302,Baptist Primary School (荃灣區),浸信會荃灣區小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01303,Methodist Primary School (離島區),循道衛理離島區小學（離島區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01304,Sik Sik Yuen Primary School (黃大仙區),嗇色園小學（黃大仙區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01305,C.C.C. Primary School (大埔區),中華基督教會小學（大埔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01306,Catholic Primary School (南區),天主教小學（南區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01307,Po Leung Kuk Primary School (黃大仙區),保良局小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01308,Baptist Primary School (觀塘區),浸信會觀塘區小學（觀塘區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01309,Taoist Primary School (油尖旺區),道教油尖旺區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01310,Po Leung Kuk Primary School (荃灣區),保良局荃灣區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01311,Sik Sik Yuen Primary School (九龍城區),嗇色園九龍城區小學（九龍城區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01312,S.K.H. Primary School (南區),聖公會南區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01313,Tung Wah Group of Hospitals Primary School (九龍城區),東華三院九龍城區小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01314,Tung Wah Group of Hospitals Primary School (深水埗區),東華三院深水埗區小學（深水埗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01315,Baptist Primary School (觀塘區),浸信會觀塘區小學（觀塘區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01316,Po Leung Kuk Primary School (沙田區),保良局沙田區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01317,Buddhist Primary School (南區),佛教南區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01318,Tung Wah Group of Hospitals Primary School (黃大仙區),東華三院小學（黃大仙區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01319,Baptist Primary School (葵青區),浸信會葵青區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01320,Methodist Primary School (灣仔區),循道衛理灣仔區小學（灣仔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01321,Po Leung Kuk Primary School (南區),保良局南區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01322,Yan Chai Hospital Primary School (中西區),仁濟醫院中西區小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01323,Yan Chai Hospital Primary School (西貢區),仁濟醫院小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01324,Methodist Primary School (觀塘區),循道衛理小學（觀塘區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01325,Yan Chai Hospital Primary School (大埔區),仁濟醫院大埔區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01326,C.C.C. Primary School (中西區),中華基督教會小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01327,C.C.C. Primary School (深水埗區),中華基督教會小學（深水埗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01328,C.C.C. Primary School (南區),中華基督教會小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01329,S.K.H. Primary School (九龍城區),聖公會九龍城區小學（九龍城區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01330,Lutheran Primary School (觀塘區),路德會小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01331,Po Leung Kuk Primary School (觀塘區),保良局觀塘區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01332,Yan Chai Hospital Primary School (觀塘區),仁濟醫院小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01333,Baptist Primary School (灣仔區),浸信會小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01334,Lutheran Primary School (灣仔區),路德會小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01335,Methodist Primary School (南區),循道衛理南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01336,Tung Wah Group of Hospitals Primary School (中西區),東華三院中西區小學（中西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01337,Buddhist Primary School (深水埗區),佛教深水埗區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01338,Buddhist Primary School (沙田區),佛教沙田區小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01339,Po Leung Kuk Primary School (觀塘區),保良局觀塘區小學（觀塘區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01340,Buddhist Primary School (北區),佛教小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01341,Baptist Primary School (東區),浸信會東區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01342,C.C.C. Primary School (屯門區),中華基督教會小學（屯門區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01343,Po Leung Kuk Primary School (中西區),保良局小學（中西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01344,Sik Sik Yuen Primary School (大埔區),嗇色園大埔區小學（大埔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01345,S.K.H. Primary School (南區),聖公會南區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01346,Taoist Primary School (深水埗區),道教小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01347,Salvation Army Primary School (離島區),救世軍離島區小學（離島區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01348,Po Leung Kuk Primary School (中西區),保良局中西區小學（中西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01349,Salvation Army Primary School (黃大仙區),救世軍小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01350,Catholic Primary School (南區),天主教南區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01351,Baptist Primary School (中西區),浸信會中西區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01352,Lutheran Primary School (中西區),路德會中西區小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01353,Baptist Primary School (油尖旺區),浸信會小學（油尖旺區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01354,Buddhist Primary School (中西區),佛教小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01355,Catholic Primary School (油尖旺區),天主教油尖旺區小學（油尖旺區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01356,Taoist Primary School (大埔區),道教大埔區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01357,Baptist Primary School (灣仔區),浸信會灣仔區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01358,Baptist Primary School (九龍城區),浸信會九龍城區小學（九龍城區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01359,S.K.H. Primary School (中西區),聖公會中西區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01360,C.C.C. Primary School (離島區),中華基督教會離島區小學（離島區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01361,Lutheran Primary School (沙田區),路德會小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01362,Sik Sik Yuen Primary School (東區),嗇色園東區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01363,Salvation Army Primary School (灣仔區),救世軍小學（灣仔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01364,Salvation Army Primary School (深水埗區),救世軍深水埗區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01365,Catholic Primary School (黃大仙區),天主教黃大仙區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01366,Tung Wah Group of Hospitals Primary School (荃灣區),東華三院小學（荃灣區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
