kg_id,language_env,confidence,source_type,source_url,evidence_snippet,needs_review
edb_1576430001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_1576780001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,學校系統地把「感知」學習融入課程中，透過不同的感知活動，促進大腦發展，豐富幼兒的學習經驗，擴闊幼兒知識領域，引導他們主動地運用不同的「感知覺」進行學習和探索，內化學習經驗及技巧，進一步發展抽象、批判及,true
edb_1578130001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,配合不同主題，以螺旋式安排深淺不同程度的課程，以配合兒童的發展及興趣，並着重提升語文的學習能力。本校課程亦著重透過遊戲和探索，讓幼兒在多元化的遊戲中學習，使兒童獲得均衡的發展，也著重培養幼兒良好的德育,true
edb_1578560001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"根據兒童身心發展需要,配合兒童的學習興趣及生活經驗,培養求知精神、樂於探索，建立正面的價值觀和積極的態度。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求",true
edb_1580700001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,課程以兒童為本，配合幼兒的需要，透過小組討論、幻想性遊戲、區角遊戲、多感官探索遊戲及戶外體驗......等等，從而培育幼兒的學習興趣及求知精神。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，,true
edb_1584530001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_1584610001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,依照教育局2017年「課程指引」內容，設計全面均衡的校本課程，讓兒童從探索中愉快學習。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或,true
edb_1584880001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,課程以培養幼兒的學習興趣、建立正面的價值觀和積極態度，獲得全面而均衡的發展。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計,true
edb_1586400001,trilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語,false
edb_1590000001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"以基督的愛作為培育兒童的人格發展核心,讓兒童在愛中成長。課程編排則以兒童為中心,由兒童的興趣延伸學習,及自發地與教師們進行具深度的探索學習；豐富的語言環境能靈活地與人溝通；多元而具彈性的課程,能適切兒",true
edb_1590260001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_1590930001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_2312400001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_2313470001,trilingual|english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英語; 外籍英語,false
edb_2316140001,trilingual|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英文,false
edb_5107260001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"以多元化的活動及螺旋式的課程,從建構中激發幼兒學習興趣和培養積極的學習態度。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計",true
edb_5180770001,putonghua|english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語; 外籍英語,false
edb_5191030001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英文,false
edb_5266650001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,課程編寫以兒童為本，按著他們的發展需要及教育局的六大學習範疇提供多元化的學習經驗，從而激發他們的學習興趣，建立主動學習的基礎，能活學活用，培養他們自學的能力。 本校會遵照《幼稚園教育課程指引》(201,true
edb_5281530001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,根據兒童發展的理論和成長的特點，並參照教育局幼稚園教育課程指引，按他們的興趣及生活經驗，編排具德、智、體、群、美及靈的課程，並讓兒童以跨學科的模式學習，培養兒童全人發展。 本校會遵照《幼稚園教育課程指,true
edb_5325330001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_5325410001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 英基國際幼稚園（青衣）,false
edb_5342000001,english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語; 雙語,false
edb_5342260001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,學校在課程設計方面是以「幼兒為本」為基礎，尊重幼兒發展的原則，編寫多元化的課程，以「適齡、適量、適度」的教學策略，培養幼兒的興趣和能力，讓他們享受多元化的教學活動，從遊戲中學習，體驗主動學習的樂趣。啟,true
edb_5404980001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,配合教育局的學前教育課程指引，以兒童為中心，按兒童的成長階段/發展進程、學習能力、生活經驗及興趣而訂定綜合課程，透過主題學習讓幼兒在「體能與健康」、「語文」、「早期數學」、「科學與科技」、「個人與群體,true
edb_5425470001,putonghua|english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語; 雙語,false
edb_5427680001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_5461270001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,1.以基督教精神，培養幼兒良好品德。  2.培育幼兒全人發展。  3.激發幼兒學習興趣和培養積極的學習態度。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要,true
edb_5493550001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英文,false
edb_5599620001,trilingual|english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英文; 外籍老師教授英語,false
edb_5630990001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_5633740001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本校按學前教育課程指引（2017）、機構辦學理念和宗旨、本區文化及幼兒需要來釐定課程目標。推行「幼兒為本」的課程。以遊戲為策略設計，課程內容圍繞幼兒生活，配以綜合教學模式，讓幼兒從遊戲中學習。 本校會,true
edb_5633820001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本校著重師生互動，教師透過不同的教學法，如：「主題」及「設計活動」等，致力設計各種有趣的學習活動及創設不同的情景，提升幼兒的學習動機及語言表達能力，培養思考、分析能力、學習與人合作和尋求解難方法，藉以,true
edb_5634040001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本校的課程是根據《學前教育課程指引》編排，以幼兒為中心，注重全人發展，選取幼兒有興趣的題材學習。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械,true
edb_5639940001,english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語; 外籍教師教授英語,false
edb_5641410001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,課程以「實踐兒童為本，裝備未來能力」為核心價值，透過主題配合故事、方案研究及全語文教學，激發幼兒學習潛能，達至德、智、體、群、美的均衡發展，提升幼兒「6C」能力，包括創意（Creativity）、溝通,true
edb_5646300001,trilingual|putonghua|english|native_english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_5646800001,trilingual|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英語,false
edb_5648420001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,是依據幼兒身心發展、能力和學習興趣編排豐富及多元化探索學習活動。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習。 以,true
edb_5648930001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,以綜合課程為基礎，按照兒童身心發展需要、能力和興趣，並配合兒童的生活經驗而編定。課程安排以動靜交替的日程進行，而學習內容包涵「拓展知識」、「發展技能」和「培養正確態度」三個重要元素，並以達致快樂學習為,true
edb_5649070001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"以綜合課程為基礎,按照兒童身心發展需要、能力和興趣,並配合兒童的生活經驗而編定。課程安排以動靜交替的日程進行,而學習內容包涵「拓展知識」、「發展技能」和「培養正確態度」三個重要元素,並以達致快樂學習為",true
edb_5655710001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,依據幼兒的身心發展、能力和興趣，編排豐富及多元化的學習活動。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習。 以綜合,true
edb_5657090001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_5657330001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_5659030001,trilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語,false
edb_5663220001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_5666750001,english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語; 外籍教師教授英語,false
edb_5681040001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,教師因應兒童的興趣及能力而編排課程的內容。兒童透過小組形式學習及探索。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習,true
edb_5825300001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_6099190001,trilingual|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英文,false
edb_6125610001,trilingual|putonghua|english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_6229820001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_6234740001,trilingual|putonghua,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話,false
edb_6235980001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英語,false
edb_2160540001,trilingual|english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英文; 雙語,false
edb_2162670001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_3116500001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"課程設計以兒童為本,促進兒童靈、德、智、體、群、美的全面發展,並重視兒童的發展能力、興趣及生活經驗,為兒童終生學習定下基礎。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執",true
edb_3195620001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,依據教育局提倡的幼兒五大發展目標及六大學習範疇，以繪本教學及遊戲理念設計富生活經驗及有意義的多元化學習活動、探索活動及參觀活動，藉以啟發幼兒的創作思維及自主學習精神，並培育幼兒良好的品格，另配合宗教元,true
edb_3197750001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"為培養孩子具有九個共通能力以迎接全球一體化之未來社會,本校參考世界各地學者之教育理論,並依據兒童發展需要、興趣、已有經驗及本校資源特色等因素設計適切課程,以達致提供全人教育之理念。 本校會遵照《幼稚園",true
edb_3225800001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_3230550001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,依據<幼稚園教育課程指引>(2017)作課程規劃，以兒童為本的理念，提供生活化、感官探索及富趣味的遊戲環境作為學習歷程，同時引入社區資源，持續優化課程。  本校會遵照《幼稚園教育課程指引》(2017),true
edb_3232500001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_3234970001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,我們相信每位兒童都是獨一無二和充滿無限潛能。我們努力創設一個愉快、開放和多元的學習環境，並提供一個全面、均衡及適切的課程，讓兒童能盡展無限潛能，為社會培育德慧兼備及具創造力的人才。 本校會遵照《幼稚園,true
edb_3242480001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本園的課程是根據香港課程發展議會編訂的《幼稚園教育課程指引》為藍本，以遊戲為學習策略，以「兒童為本」為核心的價值。課程以促進幼兒的全面和均衡發展為原則，涵蓋「品德發展」、「認知和語言發展」、「身體發展,true
edb_3244260001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本園以德、智、體、群、美五育及多元智能中獲得均衡發展，啟導兒童發展個人潛能，為日後成長和學習奠下良好基礎。根據善一堂儒家教育哲學理念及教育局學前教育課程指引，按幼兒各階段發展需要、能力、生活經驗及興趣,true
edb_3247360001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"探索教育，綜合故事探索及創意活動教學。 主題綜合活動及設計活動教學,以小組活動鞏固知識。安排戶外及參觀活動擴闊學習視野。 德福幼稚園（非本地課程）",false
edb_3247360001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"探索教育，綜合故事探索及創意活動教學。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習。 主題綜合活動及設計活動教學,",true
edb_3248090001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_3252360001,trilingual|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英語,false
edb_3252440001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"參照《幼稚園教育課程指引》(2017)按兒童年齡特性及心理發展,依據兒童的學習是循序漸進、由淺入深的理論基礎設計。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦",true
edb_3256940001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,本園參考《幼稚園教育課程指引》設計校本課程，能夠充分體現兒童為本的核心價值，並以遊戲為策略，為兒童提供全面、均衡且適切的課程，另外，按不同年齡層兒童的需要、能力和興趣，以貼近兒童生活經驗的主題為主軸，,true
edb_3257080001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_3257320001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"我們幼稚園按兒童身心發展編定,以探索學習為主題,讓小朋友能從不同程度中去發現,體驗在遊戲中的樂趣,從而學得新知識、新學問。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆",true
edb_3257910001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語,false
edb_3258640001,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,沒有資料 沒有資料 啓思幼稚園（匯景花園）（非本地課程）,false
edb_3258640001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,學校在課程設計方面是以「幼兒為本」為基礎，尊重幼兒發展的原則，編寫多元化的課程，以「適齡、適量、適度」的教學策略，培養幼兒的興趣和能力，讓他們享受多元化的教學活動，從遊戲中學習，體驗主動學習的樂趣。 ,true
edb_3259370001,putonghua|english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語; 外籍老師教授英語,false
edb_5163090001,trilingual|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 雙語,false
edb_5171270001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_5229100001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"以多元智能為框架,配合兒童的身心發展,設計有效的學習課程。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操練式的計算練習。 主題活動",true
edb_5231780001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_5233640001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,著重師生互動和兒童親身體驗，透過兒童主動探究和多類型的學習活動，力求達至「聽說讀寫的語文能力、探索求證的科學精神、群己和諧的生活態度和靈活富創意的藝術美感」的目標。 本校會遵照《幼稚園教育課程指引》(,true
edb_5238950001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"以幼兒全人發展為本,課程架構核心以「身體」、「認知和語言」、「情意和群性」和「美感」四個項目為發展目標,並透過「體能與健康」、「語文」、「幼兒數學」、「大自然與生活」、「個人與群體」及「藝術與創意」此",true
edb_5240340002,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_5283660001,trilingual|putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 普通話; 英文,false
edb_5321690001,putonghua|english|cantonese,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英文; 廣東話,false
edb_5433900001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,以遊戲形式配以豐富的語文環境，提升兒童的學習興趣及身心的發展，課程內容涵蓋幼稚園教育課程指引的六大學習範疇，包括：體能與健康、語文、幼兒數學、大自然與生活、個人與群體和藝術與創意。 本校會遵照《幼稚園,true
edb_5460380001,trilingual|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,兩文三語; 英語,false
edb_5482780002,english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文,false
edb_5506630001,bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,雙語,false
edb_5508920001,english|bilingual,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英文; 雙語,false
edb_5634550001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"課程設計建基於多元智能理念,著重從多元化的課程中學習,課程編排尊重兒童的強弱項,以配合兒童均衡發展的需要。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求",true
edb_5635100001,putonghua|english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,普通話; 英語,false
edb_5635360001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,以多元化和啟發性的遊戲及研究活動形式，進行教學及學習，實行均衡、綜合及螺旋式的課程。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，亦不會要求兒童做機械式的抄寫或操,true
edb_5636090001,cantonese,medium,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,"以兒童為中心,按照兒童身心發展編定,配合兒童的學習興趣,透過不同的學習範疇,豐富兒童的生活經驗,為兒童學習奠定基礎。 本校會遵照《幼稚園教育課程指引》(2017)規劃課程，不會要求幼兒班兒童執筆寫字，",true
edb_5637300001,english|native_english,high,edb_kgp_profile,https://www.edb.gov.hk/attachment/tc/edu-system/preprimary-kindergarten/free-quality-kg-edu/KGP_2025_tc.csv,英語; 外籍教師教授英語,false
