id,name,nameEn,level,type,fundingType,curriculums,confidence,reason
sch_01186,天主教東區小學（東區分校）,Catholic Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01187,嗇色園小學（第2校）,Sik Sik Yuen Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01188,天主教小學（第3校）,Catholic Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01189,天主教元朗區小學（第4校）,Catholic Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01190,東華三院南區小學（南區）,Tung Wah Group of Hospitals Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01191,聖公會小學（東區分校）,S.K.H. Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01192,浸信會東區小學（西區）,Baptist Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01193,循道衛理小學（屯門區）,Methodist Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01194,路德會小學（北區）,Lutheran Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01195,佛教小學（第5校）,Buddhist Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01196,仁濟醫院沙田區小學（沙田區）,Yan Chai Hospital Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01197,救世軍小學（東區）,Salvation Army Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01198,仁濟醫院灣仔區小學（灣仔區）,Yan Chai Hospital Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01199,東華三院小學（南區）,Tung Wah Group of Hospitals Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01200,聖公會小學（北區）,S.K.H. Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01201,博愛醫院灣仔區小學（灣仔區分校）,Pok Oi Hospital Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01202,浸信會小學（第2校）,Baptist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01203,嗇色園小學（中西區）,Sik Sik Yuen Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01204,路德會小學（第4校）,Lutheran Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01205,路德會小學（北區）,Lutheran Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01206,浸信會小學（第1校）,Baptist Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01207,聖公會西貢區小學（西貢區分校）,S.K.H. Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01208,佛教中西區小學（第3校）,Buddhist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01209,天主教葵青區小學（西區）,Catholic Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01210,保良局中西區小學（中西區分校）,Po Leung Kuk Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01211,中華基督教會小學（第1校）,C.C.C. Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01212,路德會北區小學（北區）,Lutheran Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01213,佛教南區小學（南區）,Buddhist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01214,循道衛理小學（元朗區分校）,Methodist Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01215,嗇色園灣仔區小學（東區）,Sik Sik Yuen Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01216,嗇色園小學（第1校）,Sik Sik Yuen Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01217,道教深水埗區小學（深水埗區）,Taoist Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01218,浸信會小學（北區）,Baptist Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01219,浸信會深水埗區小學（深水埗區）,Baptist Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01220,中華基督教會小學（灣仔區分校）,C.C.C. Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01221,循道衛理油尖旺區小學（油尖旺區）,Methodist Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01222,路德會小學（南區）,Lutheran Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01223,嗇色園小學（北區）,Sik Sik Yuen Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01224,中華基督教會小學（第4校）,C.C.C. Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01225,東華三院黃大仙區小學（第5校）,Tung Wah Group of Hospitals Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01226,中華基督教會小學（南區）,C.C.C. Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01227,佛教小學（葵青區）,Buddhist Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01228,路德會離島區小學（離島區）,Lutheran Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01229,博愛醫院小學（第4校）,Pok Oi Hospital Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01230,道教小學（第5校）,Taoist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01231,保良局西貢區小學（西貢區分校）,Po Leung Kuk Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01232,循道衛理小學（觀塘區）,Methodist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01233,浸信會小學（第3校）,Baptist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01234,博愛醫院小學（灣仔區分校）,Pok Oi Hospital Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01235,聖公會灣仔區小學（第5校）,S.K.H. Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01236,浸信會小學（灣仔區）,Baptist Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01237,保良局小學（南區）,Po Leung Kuk Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01238,保良局南區小學（北區）,Po Leung Kuk Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01239,天主教灣仔區小學（第4校）,Catholic Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01240,仁濟醫院小學（南區）,Yan Chai Hospital Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01241,博愛醫院小學（西區）,Pok Oi Hospital Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01242,道教小學（九龍城區分校）,Taoist Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01243,循道衛理南區小學（南區分校）,Methodist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01244,東華三院小學（北區）,Tung Wah Group of Hospitals Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01245,佛教小學（南區）,Buddhist Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01246,浸信會觀塘區小學（第1校）,Baptist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01247,佛教元朗區小學（北區）,Buddhist Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01248,聖公會小學（東區）,S.K.H. Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01249,保良局小學（第4校）,Po Leung Kuk Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01250,保良局觀塘區小學（第5校）,Po Leung Kuk Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01251,仁濟醫院九龍城區小學（九龍城區）,Yan Chai Hospital Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01252,東華三院離島區小學（第2校）,Tung Wah Group of Hospitals Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01253,中華基督教會小學（西貢區分校）,C.C.C. Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01254,仁濟醫院中西區小學（中西區分校）,Yan Chai Hospital Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01255,救世軍小學（中西區）,Salvation Army Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01256,佛教小學（第1校）,Buddhist Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01257,中華基督教會小學（東區）,C.C.C. Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01258,循道衛理小學（第3校）,Methodist Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01259,循道衛理西貢區小學（西貢區分校）,Methodist Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01260,佛教小學（第5校）,Buddhist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01261,聖公會屯門區小學（屯門區分校）,S.K.H. Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01262,博愛醫院小學（北區）,Pok Oi Hospital Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01263,佛教東區小學（東區）,Buddhist Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01264,中華基督教會小學（第4校）,C.C.C. Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01265,保良局東區小學（東區分校）,Po Leung Kuk Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01266,循道衛理小學（東區）,Methodist Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01267,中華基督教會小學（第2校）,C.C.C. Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01268,保良局小學（東區分校）,Po Leung Kuk Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01269,東華三院小學（屯門區）,Tung Wah Group of Hospitals Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01270,中華基督教會南區小學（南區）,C.C.C. Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01271,聖公會小學（第1校）,S.K.H. Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01272,嗇色園屯門區小學（屯門區分校）,Sik Sik Yuen Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01273,仁濟醫院小學（大埔區）,Yan Chai Hospital Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01274,仁濟醫院小學（黃大仙區分校）,Yan Chai Hospital Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01275,博愛醫院小學（荃灣區分校）,Pok Oi Hospital Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01276,道教中西區小學（中西區分校）,Taoist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01277,嗇色園灣仔區小學（灣仔區分校）,Sik Sik Yuen Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01278,天主教沙田區小學（沙田區）,Catholic Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01279,聖公會小學（黃大仙區分校）,S.K.H. Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01280,東華三院黃大仙區小學（第5校）,Tung Wah Group of Hospitals Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01281,循道衛理東區小學（第1校）,Methodist Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01282,嗇色園小學（屯門區分校）,Sik Sik Yuen Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01283,東華三院觀塘區小學（觀塘區）,Tung Wah Group of Hospitals Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01284,循道衛理深水埗區小學（北區）,Methodist Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01285,路德會小學（葵青區）,Lutheran Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01286,天主教小學（觀塘區分校）,Catholic Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01287,循道衛理小學（深水埗區分校）,Methodist Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01288,救世軍小學（東區）,Salvation Army Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01289,道教小學（西貢區分校）,Taoist Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01290,保良局小學（第5校）,Po Leung Kuk Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01291,中華基督教會離島區小學（離島區）,C.C.C. Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01292,仁濟醫院小學（南區）,Yan Chai Hospital Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01293,佛教小學（第3校）,Buddhist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01294,天主教屯門區小學（北區）,Catholic Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01295,救世軍觀塘區小學（觀塘區）,Salvation Army Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01296,仁濟醫院葵青區小學（第1校）,Yan Chai Hospital Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01297,佛教中西區小學（北區）,Buddhist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01298,仁濟醫院北區小學（北區分校）,Yan Chai Hospital Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01299,博愛醫院南區小學（第4校）,Pok Oi Hospital Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01300,仁濟醫院小學（沙田區）,Yan Chai Hospital Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01301,聖公會小學（屯門區分校）,S.K.H. Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01302,浸信會荃灣區小學（第2校）,Baptist Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01303,循道衛理離島區小學（離島區分校）,Methodist Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01304,嗇色園小學（黃大仙區分校）,Sik Sik Yuen Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01305,中華基督教會小學（大埔區分校）,C.C.C. Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01306,天主教小學（南區分校）,Catholic Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01307,保良局小學（第2校）,Po Leung Kuk Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01308,浸信會觀塘區小學（觀塘區分校）,Baptist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01309,道教油尖旺區小學（第4校）,Taoist Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01310,保良局荃灣區小學（東區）,Po Leung Kuk Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01311,嗇色園九龍城區小學（九龍城區分校）,Sik Sik Yuen Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01312,聖公會南區小學（北區）,S.K.H. Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01313,東華三院九龍城區小學（第3校）,Tung Wah Group of Hospitals Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01314,東華三院深水埗區小學（深水埗區）,Tung Wah Group of Hospitals Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01315,浸信會觀塘區小學（觀塘區分校）,Baptist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01316,保良局沙田區小學（第1校）,Po Leung Kuk Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01317,佛教南區小學（北區）,Buddhist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01318,東華三院小學（黃大仙區分校）,Tung Wah Group of Hospitals Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01319,浸信會葵青區小學（第4校）,Baptist Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01320,循道衛理灣仔區小學（灣仔區分校）,Methodist Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01321,保良局南區小學（第1校）,Po Leung Kuk Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01322,仁濟醫院中西區小學（中西區分校）,Yan Chai Hospital Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01323,仁濟醫院小學（南區）,Yan Chai Hospital Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01324,循道衛理小學（觀塘區）,Methodist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01325,仁濟醫院大埔區小學（第5校）,Yan Chai Hospital Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01326,中華基督教會小學（中西區分校）,C.C.C. Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01327,中華基督教會小學（深水埗區）,C.C.C. Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01328,中華基督教會小學（西區）,C.C.C. Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01329,聖公會九龍城區小學（九龍城區分校）,S.K.H. Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01330,路德會小學（第5校）,Lutheran Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01331,保良局觀塘區小學（西區）,Po Leung Kuk Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01332,仁濟醫院小學（西區）,Yan Chai Hospital Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01333,浸信會小學（第3校）,Baptist Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01334,路德會小學（第4校）,Lutheran Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01335,循道衛理南區小學（南區）,Methodist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01336,東華三院中西區小學（中西區）,Tung Wah Group of Hospitals Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01337,佛教深水埗區小學（北區）,Buddhist Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01338,佛教沙田區小學（第3校）,Buddhist Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01339,保良局觀塘區小學（觀塘區）,Po Leung Kuk Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01340,佛教小學（第5校）,Buddhist Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01341,浸信會東區小學（東區）,Baptist Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01342,中華基督教會小學（屯門區分校）,C.C.C. Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01343,保良局小學（中西區）,Po Leung Kuk Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01344,嗇色園大埔區小學（大埔區）,Sik Sik Yuen Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01345,聖公會南區小學（東區）,S.K.H. Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01346,道教小學（第1校）,Taoist Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01347,救世軍離島區小學（離島區分校）,Salvation Army Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01348,保良局中西區小學（中西區）,Po Leung Kuk Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01349,救世軍小學（北區）,Salvation Army Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01350,天主教南區小學（第5校）,Catholic Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01351,浸信會中西區小學（南區）,Baptist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01352,路德會中西區小學（中西區分校）,Lutheran Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01353,浸信會小學（油尖旺區分校）,Baptist Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01354,佛教小學（南區）,Buddhist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01355,天主教油尖旺區小學（油尖旺區分校）,Catholic Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01356,道教大埔區小學（第1校）,Taoist Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01357,浸信會灣仔區小學（東區）,Baptist Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01358,浸信會九龍城區小學（九龍城區分校）,Baptist Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
