schoolId,field,status,currentValue,proposedValue,sourceUrl,notes
sch_00501,nameEn,NEED_REVIEW,S.K.H. Kindergarten (離島區),,,
sch_00501,searchKeywords,PASS,"[""SKH"",""離島區"",""新界""]",,,
sch_00501,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00501,district,FAIL,district:離島區|region:新界,新界,,Use region value for district field
sch_00501,level,PASS,幼稚園,,,
sch_00501,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00501,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00501,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00501,language,FAIL,雙語,,,
sch_00501,highlights,FAIL,"features:[""小班教學"",""STEM教育"",""體育特色"",""音樂特色""]","[""小班教學"",""STEM教育"",""體育特色"",""音樂特色""]",,Rename features to highlights
sch_00501,address,FAIL,香港新界離島區某街道37號,,,Placeholder address
sch_00501,phone,NEED_REVIEW,27917451,,,
sch_00501,website,FAIL,https://www.school501.edu.hk,,,Placeholder URL
sch_00501,applicationMaterials,UNKNOWN,MISSING,,,
sch_00501,applicationLink,FAIL,https://www.school501.edu.hk/admission,,,Placeholder URL
sch_00501,latitude,NEED_REVIEW,22.434359,,,
sch_00501,longitude,NEED_REVIEW,114.009496,,,
sch_00501,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00502,id,PASS,sch_00502,,,
sch_00502,name,NEED_REVIEW,佛教元朗區幼稚園（東區）,,,
sch_00502,nameEn,NEED_REVIEW,Buddhist Kindergarten (元朗區),,,
sch_00502,searchKeywords,PASS,"[""Buddhist"",""元朗區"",""新界""]",,,
sch_00502,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00502,district,FAIL,district:元朗區|region:新界,新界,,Use region value for district field
sch_00502,level,PASS,幼稚園,,,
sch_00502,tuitionMin,FAIL,tuition:2810,,,Schema: split tuition into tuitionMin/Max
sch_00502,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00502,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00502,language,FAIL,雙語,,,
sch_00502,highlights,FAIL,"features:[""科技教育"",""STEM教育""]","[""科技教育"",""STEM教育""]",,Rename features to highlights
sch_00502,address,FAIL,香港新界元朗區某街道104號,,,Placeholder address
sch_00502,phone,NEED_REVIEW,22148071,,,
sch_00502,website,FAIL,https://www.school502.edu.hk,,,Placeholder URL
sch_00502,applicationMaterials,UNKNOWN,MISSING,,,
sch_00502,applicationLink,FAIL,https://www.school502.edu.hk/admission,,,Placeholder URL
sch_00502,latitude,NEED_REVIEW,22.445582,,,
sch_00502,longitude,NEED_REVIEW,114.012454,,,
sch_00502,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00503,id,PASS,sch_00503,,,
sch_00503,name,NEED_REVIEW,救世軍北區幼稚園（北區）,,,
sch_00503,nameEn,NEED_REVIEW,Salvation Army Kindergarten (北區),,,
sch_00503,searchKeywords,PASS,"[""SA"",""北區"",""新界""]",,,
sch_00503,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00503,district,FAIL,district:北區|region:新界,新界,,Use region value for district field
sch_00503,level,PASS,幼稚園,,,
sch_00503,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00503,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00503,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00503,language,PASS,全英文,,,
sch_00503,highlights,FAIL,"features:[""體育特色"",""環保教育"",""品德教育""]","[""體育特色"",""環保教育"",""品德教育""]",,Rename features to highlights
sch_00503,address,FAIL,香港新界北區某街道4號,,,Placeholder address
sch_00503,phone,NEED_REVIEW,38110669,,,
sch_00503,website,FAIL,https://www.school503.edu.hk,,,Placeholder URL
sch_00503,applicationMaterials,UNKNOWN,MISSING,,,
sch_00503,applicationLink,FAIL,https://www.school503.edu.hk/admission,,,Placeholder URL
sch_00503,latitude,NEED_REVIEW,22.444483,,,
sch_00503,longitude,NEED_REVIEW,114.140179,,,
sch_00503,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00504,id,PASS,sch_00504,,,
sch_00504,name,NEED_REVIEW,浸信會九龍城區幼稚園（九龍城區）,,,
sch_00504,nameEn,NEED_REVIEW,Baptist Kindergarten (九龍城區),,,
sch_00504,searchKeywords,PASS,"[""Baptist"",""九龍城區"",""九龍""]",,,
sch_00504,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00504,district,FAIL,district:九龍城區|region:九龍,九龍,,Use region value for district field
sch_00504,level,PASS,幼稚園,,,
sch_00504,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00504,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00504,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00504,language,PASS,以中文為主,,,
sch_00504,highlights,FAIL,"features:[""體育特色"",""全人發展"",""科技教育""]","[""體育特色"",""全人發展"",""科技教育""]",,Rename features to highlights
sch_00504,address,FAIL,香港九龍九龍城區某街道190號,,,Placeholder address
sch_00504,phone,NEED_REVIEW,38498768,,,
sch_00504,website,FAIL,https://www.school504.edu.hk,,,Placeholder URL
sch_00504,applicationMaterials,UNKNOWN,MISSING,,,
sch_00504,applicationLink,FAIL,https://www.school504.edu.hk/admission,,,Placeholder URL
sch_00504,latitude,NEED_REVIEW,22.316055,,,
sch_00504,longitude,NEED_REVIEW,114.20645,,,
sch_00504,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00505,id,PASS,sch_00505,,,
sch_00505,name,NEED_REVIEW,道教幼稚園（觀塘區分校）,,,Synthetic name pattern
sch_00505,nameEn,NEED_REVIEW,Taoist Kindergarten (觀塘區),,,
sch_00505,searchKeywords,PASS,"[""Taoist"",""觀塘區"",""九龍""]",,,
sch_00505,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00505,district,FAIL,district:觀塘區|region:九龍,九龍,,Use region value for district field
sch_00505,level,PASS,幼稚園,,,
sch_00505,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00505,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00505,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00505,language,PASS,全英文,,,
sch_00505,highlights,FAIL,"features:[""雙語教學"",""STEM教育"",""科技教育"",""小班教學""]","[""雙語教學"",""STEM教育"",""科技教育"",""小班教學""]",,Rename features to highlights
sch_00505,address,FAIL,香港九龍觀塘區某街道75號,,,Placeholder address
sch_00505,phone,NEED_REVIEW,39371116,,,
sch_00505,website,FAIL,https://www.school505.edu.hk,,,Placeholder URL
sch_00505,applicationMaterials,UNKNOWN,MISSING,,,
sch_00505,applicationLink,FAIL,https://www.school505.edu.hk/admission,,,Placeholder URL
sch_00505,latitude,NEED_REVIEW,22.345204,,,
sch_00505,longitude,NEED_REVIEW,114.16424,,,
sch_00505,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00506,id,PASS,sch_00506,,,
sch_00506,name,NEED_REVIEW,佛教幼稚園（南區分校）,,,Synthetic name pattern
sch_00506,nameEn,NEED_REVIEW,Buddhist Kindergarten (南區),,,
sch_00506,searchKeywords,PASS,"[""Buddhist"",""南區"",""港島""]",,,
sch_00506,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00506,district,FAIL,district:南區|region:港島,港島,,Use region value for district field
sch_00506,level,PASS,幼稚園,,,
sch_00506,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00506,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00506,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00506,language,PASS,全英文,,,
sch_00506,highlights,FAIL,"features:[""環保教育"",""品德教育"",""全人發展"",""音樂特色"",""閱讀計劃""]","[""環保教育"",""品德教育"",""全人發展"",""音樂特色"",""閱讀計劃""]",,Rename features to highlights
sch_00506,address,FAIL,香港港島南區某街道104號,,,Placeholder address
sch_00506,phone,NEED_REVIEW,25389561,,,
sch_00506,website,FAIL,https://www.school506.edu.hk,,,Placeholder URL
sch_00506,applicationMaterials,UNKNOWN,MISSING,,,
sch_00506,applicationLink,FAIL,https://www.school506.edu.hk/admission,,,Placeholder URL
sch_00506,latitude,NEED_REVIEW,22.261326,,,
sch_00506,longitude,NEED_REVIEW,114.209762,,,
sch_00506,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00507,id,PASS,sch_00507,,,
sch_00507,name,NEED_REVIEW,佛教幼稚園（油尖旺區分校）,,,Synthetic name pattern
sch_00507,nameEn,NEED_REVIEW,Buddhist Kindergarten (油尖旺區),,,
sch_00507,searchKeywords,PASS,"[""Buddhist"",""油尖旺區"",""九龍""]",,,
sch_00507,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00507,district,FAIL,district:油尖旺區|region:九龍,九龍,,Use region value for district field
sch_00507,level,PASS,幼稚園,,,
sch_00507,tuitionMin,FAIL,tuition:3313,,,Schema: split tuition into tuitionMin/Max
sch_00507,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00507,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00507,language,FAIL,雙語,,,
sch_00507,highlights,FAIL,"features:[""科技教育"",""品德教育"",""音樂特色""]","[""科技教育"",""品德教育"",""音樂特色""]",,Rename features to highlights
sch_00507,address,FAIL,香港九龍油尖旺區某街道145號,,,Placeholder address
sch_00507,phone,NEED_REVIEW,35060745,,,
sch_00507,website,FAIL,https://www.school507.edu.hk,,,Placeholder URL
sch_00507,applicationMaterials,UNKNOWN,MISSING,,,
sch_00507,applicationLink,FAIL,https://www.school507.edu.hk/admission,,,Placeholder URL
sch_00507,latitude,NEED_REVIEW,22.339546,,,
sch_00507,longitude,NEED_REVIEW,114.235574,,,
sch_00507,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00508,id,PASS,sch_00508,,,
sch_00508,name,NEED_REVIEW,聖公會幼稚園（元朗區）,,,
sch_00508,nameEn,NEED_REVIEW,S.K.H. Kindergarten (元朗區),,,
sch_00508,searchKeywords,PASS,"[""SKH"",""元朗區"",""新界""]",,,
sch_00508,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00508,district,FAIL,district:元朗區|region:新界,新界,,Use region value for district field
sch_00508,level,PASS,幼稚園,,,
sch_00508,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00508,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00508,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00508,language,PASS,全英文,,,
sch_00508,highlights,FAIL,"features:[""品德教育"",""體育特色"",""環保教育"",""全人發展"",""閱讀計劃""]","[""品德教育"",""體育特色"",""環保教育"",""全人發展"",""閱讀計劃""]",,Rename features to highlights
sch_00508,address,FAIL,香港新界元朗區某街道140號,,,Placeholder address
sch_00508,phone,NEED_REVIEW,27694423,,,
sch_00508,website,FAIL,https://www.school508.edu.hk,,,Placeholder URL
sch_00508,applicationMaterials,UNKNOWN,MISSING,,,
sch_00508,applicationLink,FAIL,https://www.school508.edu.hk/admission,,,Placeholder URL
sch_00508,latitude,NEED_REVIEW,22.507239,,,
sch_00508,longitude,NEED_REVIEW,113.901839,,,
sch_00508,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00509,id,PASS,sch_00509,,,
sch_00509,name,NEED_REVIEW,循道衛理幼稚園（北區）,,,
sch_00509,nameEn,NEED_REVIEW,Methodist Kindergarten (西貢區),,,
sch_00509,searchKeywords,PASS,"[""Methodist"",""西貢區"",""新界""]",,,
sch_00509,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00509,district,FAIL,district:西貢區|region:新界,新界,,Use region value for district field
sch_00509,level,PASS,幼稚園,,,
sch_00509,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00509,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00509,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00509,language,FAIL,雙語,,,
sch_00509,highlights,FAIL,"features:[""雙語教學"",""體育特色"",""STEM教育""]","[""雙語教學"",""體育特色"",""STEM教育""]",,Rename features to highlights
sch_00509,address,FAIL,香港新界西貢區某街道93號,,,Placeholder address
sch_00509,phone,NEED_REVIEW,34581163,,,
sch_00509,website,FAIL,https://www.school509.edu.hk,,,Placeholder URL
sch_00509,applicationMaterials,UNKNOWN,MISSING,,,
sch_00509,applicationLink,FAIL,https://www.school509.edu.hk/admission,,,Placeholder URL
sch_00509,latitude,NEED_REVIEW,22.474749,,,
sch_00509,longitude,NEED_REVIEW,114.054655,,,
sch_00509,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00510,id,PASS,sch_00510,,,
sch_00510,name,NEED_REVIEW,浸信會灣仔區幼稚園（北區）,,,
sch_00510,nameEn,NEED_REVIEW,Baptist Kindergarten (灣仔區),,,
sch_00510,searchKeywords,PASS,"[""Baptist"",""灣仔區"",""港島""]",,,
sch_00510,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00510,district,FAIL,district:灣仔區|region:港島,港島,,Use region value for district field
sch_00510,level,PASS,幼稚園,,,
sch_00510,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00510,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00510,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00510,language,PASS,全英文,,,
sch_00510,highlights,FAIL,"features:[""藝術特色"",""STEM教育""]","[""藝術特色"",""STEM教育""]",,Rename features to highlights
sch_00510,address,FAIL,香港港島灣仔區某街道122號,,,Placeholder address
sch_00510,phone,NEED_REVIEW,22906754,,,
sch_00510,website,FAIL,https://www.school510.edu.hk,,,Placeholder URL
sch_00510,applicationMaterials,UNKNOWN,MISSING,,,
sch_00510,applicationLink,FAIL,https://www.school510.edu.hk/admission,,,Placeholder URL
sch_00510,latitude,NEED_REVIEW,22.274425,,,
sch_00510,longitude,NEED_REVIEW,114.213448,,,
sch_00510,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00511,id,PASS,sch_00511,,,
sch_00511,name,NEED_REVIEW,中華基督教會幼稚園（第1校）,,,Synthetic name pattern
sch_00511,nameEn,NEED_REVIEW,C.C.C. Kindergarten (北區),,,
sch_00511,searchKeywords,PASS,"[""CCC"",""北區"",""新界""]",,,
sch_00511,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00511,district,FAIL,district:北區|region:新界,新界,,Use region value for district field
sch_00511,level,PASS,幼稚園,,,
sch_00511,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00511,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00511,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00511,language,PASS,以中文為主,,,
sch_00511,highlights,FAIL,"features:[""環保教育"",""國際交流"",""體育特色""]","[""環保教育"",""國際交流"",""體育特色""]",,Rename features to highlights
sch_00511,address,FAIL,香港新界北區某街道80號,,,Placeholder address
sch_00511,phone,NEED_REVIEW,33552024,,,
sch_00511,website,FAIL,https://www.school511.edu.hk,,,Placeholder URL
sch_00511,applicationMaterials,UNKNOWN,MISSING,,,
sch_00511,applicationLink,FAIL,https://www.school511.edu.hk/admission,,,Placeholder URL
sch_00511,latitude,NEED_REVIEW,22.367355,,,
sch_00511,longitude,NEED_REVIEW,113.996429,,,
sch_00511,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00512,id,PASS,sch_00512,,,
sch_00512,name,NEED_REVIEW,佛教北區幼稚園（北區）,,,
sch_00512,nameEn,NEED_REVIEW,Buddhist Kindergarten (北區),,,
sch_00512,searchKeywords,PASS,"[""Buddhist"",""北區"",""新界""]",,,
sch_00512,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00512,district,FAIL,district:北區|region:新界,新界,,Use region value for district field
sch_00512,level,PASS,幼稚園,,,
sch_00512,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00512,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00512,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00512,language,FAIL,雙語,,,
sch_00512,highlights,FAIL,"features:[""體育特色"",""環保教育""]","[""體育特色"",""環保教育""]",,Rename features to highlights
sch_00512,address,FAIL,香港新界北區某街道176號,,,Placeholder address
sch_00512,phone,NEED_REVIEW,33265830,,,
sch_00512,website,FAIL,https://www.school512.edu.hk,,,Placeholder URL
sch_00512,applicationMaterials,UNKNOWN,MISSING,,,
sch_00512,applicationLink,FAIL,https://www.school512.edu.hk/admission,,,Placeholder URL
sch_00512,latitude,NEED_REVIEW,22.417204,,,
sch_00512,longitude,NEED_REVIEW,113.905148,,,
sch_00512,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00513,id,PASS,sch_00513,,,
sch_00513,name,NEED_REVIEW,浸信會九龍城區幼稚園（東區）,,,
sch_00513,nameEn,NEED_REVIEW,Baptist Kindergarten (九龍城區),,,
sch_00513,searchKeywords,PASS,"[""Baptist"",""九龍城區"",""九龍""]",,,
sch_00513,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00513,district,FAIL,district:九龍城區|region:九龍,九龍,,Use region value for district field
sch_00513,level,PASS,幼稚園,,,
sch_00513,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00513,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00513,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00513,language,FAIL,雙語,,,
sch_00513,highlights,FAIL,"features:[""音樂特色"",""品德教育"",""全人發展"",""國際交流"",""雙語教學""]","[""音樂特色"",""品德教育"",""全人發展"",""國際交流"",""雙語教學""]",,Rename features to highlights
sch_00513,address,FAIL,香港九龍九龍城區某街道200號,,,Placeholder address
sch_00513,phone,NEED_REVIEW,25631493,,,
sch_00513,website,FAIL,https://www.school513.edu.hk,,,Placeholder URL
sch_00513,applicationMaterials,UNKNOWN,MISSING,,,
sch_00513,applicationLink,FAIL,https://www.school513.edu.hk/admission,,,Placeholder URL
sch_00513,latitude,NEED_REVIEW,22.346143,,,
sch_00513,longitude,NEED_REVIEW,114.150641,,,
sch_00513,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00514,id,PASS,sch_00514,,,
sch_00514,name,NEED_REVIEW,循道衛理深水埗區幼稚園（深水埗區分校）,,,Synthetic name pattern
sch_00514,nameEn,NEED_REVIEW,Methodist Kindergarten (深水埗區),,,
sch_00514,searchKeywords,PASS,"[""Methodist"",""深水埗區"",""九龍""]",,,
sch_00514,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00514,district,FAIL,district:深水埗區|region:九龍,九龍,,Use region value for district field
sch_00514,level,PASS,幼稚園,,,
sch_00514,tuitionMin,FAIL,tuition:0,,,Schema: split tuition into tuitionMin/Max
sch_00514,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00514,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00514,language,PASS,全英文,,,
sch_00514,highlights,FAIL,"features:[""小班教學"",""全人發展""]","[""小班教學"",""全人發展""]",,Rename features to highlights
sch_00514,address,FAIL,香港九龍深水埗區某街道26號,,,Placeholder address
sch_00514,phone,NEED_REVIEW,23547649,,,
sch_00514,website,FAIL,https://www.school514.edu.hk,,,Placeholder URL
sch_00514,applicationMaterials,UNKNOWN,MISSING,,,
sch_00514,applicationLink,FAIL,https://www.school514.edu.hk/admission,,,Placeholder URL
sch_00514,latitude,NEED_REVIEW,22.337014,,,
sch_00514,longitude,NEED_REVIEW,114.196726,,,
sch_00514,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00515,id,PASS,sch_00515,,,
sch_00515,name,NEED_REVIEW,佛教九龍城區幼稚園（九龍城區分校）,,,Synthetic name pattern
sch_00515,nameEn,NEED_REVIEW,Buddhist Kindergarten (九龍城區),,,
sch_00515,searchKeywords,PASS,"[""Buddhist"",""九龍城區"",""九龍""]",,,
sch_00515,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00515,district,FAIL,district:九龍城區|region:九龍,九龍,,Use region value for district field
sch_00515,level,PASS,幼稚園,,,
sch_00515,tuitionMin,FAIL,tuition:1050,,,Schema: split tuition into tuitionMin/Max
sch_00515,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00515,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00515,language,PASS,以中文為主,,,
sch_00515,highlights,FAIL,"features:[""環保教育"",""藝術特色"",""科技教育"",""雙語教學""]","[""環保教育"",""藝術特色"",""科技教育"",""雙語教學""]",,Rename features to highlights
sch_00515,address,FAIL,香港九龍九龍城區某街道12號,,,Placeholder address
sch_00515,phone,NEED_REVIEW,35637204,,,
sch_00515,website,FAIL,https://www.school515.edu.hk,,,Placeholder URL
sch_00515,applicationMaterials,UNKNOWN,MISSING,,,
sch_00515,applicationLink,FAIL,https://www.school515.edu.hk/admission,,,Placeholder URL
sch_00515,latitude,NEED_REVIEW,22.311867,,,
sch_00515,longitude,NEED_REVIEW,114.16345,,,
sch_00515,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00516,id,PASS,sch_00516,,,
sch_00516,name,NEED_REVIEW,道教油尖旺區幼稚園（第1校）,,,Synthetic name pattern
sch_00516,nameEn,NEED_REVIEW,Taoist Kindergarten (油尖旺區),,,
sch_00516,searchKeywords,PASS,"[""Taoist"",""油尖旺區"",""九龍""]",,,
sch_00516,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00516,district,FAIL,district:油尖旺區|region:九龍,九龍,,Use region value for district field
sch_00516,level,PASS,幼稚園,,,
sch_00516,tuitionMin,FAIL,tuition:4150,,,Schema: split tuition into tuitionMin/Max
sch_00516,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00516,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00516,language,PASS,以中文為主,,,
sch_00516,highlights,FAIL,"features:[""品德教育"",""科技教育""]","[""品德教育"",""科技教育""]",,Rename features to highlights
sch_00516,address,FAIL,香港九龍油尖旺區某街道96號,,,Placeholder address
sch_00516,phone,NEED_REVIEW,27219177,,,
sch_00516,website,FAIL,https://www.school516.edu.hk,,,Placeholder URL
sch_00516,applicationMaterials,UNKNOWN,MISSING,,,
sch_00516,applicationLink,FAIL,https://www.school516.edu.hk/admission,,,Placeholder URL
sch_00516,latitude,NEED_REVIEW,22.356804,,,
sch_00516,longitude,NEED_REVIEW,114.197549,,,
sch_00516,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00517,id,PASS,sch_00517,,,
sch_00517,name,NEED_REVIEW,救世軍中西區幼稚園（中西區）,,,
sch_00517,nameEn,NEED_REVIEW,Salvation Army Kindergarten (中西區),,,
sch_00517,searchKeywords,PASS,"[""SA"",""中西區"",""港島""]",,,
sch_00517,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00517,district,FAIL,district:中西區|region:港島,港島,,Use region value for district field
sch_00517,level,PASS,幼稚園,,,
sch_00517,tuitionMin,FAIL,tuition:1533,,,Schema: split tuition into tuitionMin/Max
sch_00517,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00517,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00517,language,PASS,全英文,,,
sch_00517,highlights,FAIL,"features:[""科技教育"",""國際交流"",""體育特色"",""閱讀計劃"",""STEM教育""]","[""科技教育"",""國際交流"",""體育特色"",""閱讀計劃"",""STEM教育""]",,Rename features to highlights
sch_00517,address,FAIL,香港港島中西區某街道98號,,,Placeholder address
sch_00517,phone,NEED_REVIEW,31648610,,,
sch_00517,website,FAIL,https://www.school517.edu.hk,,,Placeholder URL
sch_00517,applicationMaterials,UNKNOWN,MISSING,,,
sch_00517,applicationLink,FAIL,https://www.school517.edu.hk/admission,,,Placeholder URL
sch_00517,latitude,NEED_REVIEW,22.281487,,,
sch_00517,longitude,NEED_REVIEW,114.156818,,,
sch_00517,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00518,id,PASS,sch_00518,,,
sch_00518,name,NEED_REVIEW,基督教幼稚園（東區）,,,
sch_00518,nameEn,NEED_REVIEW,Christian Kindergarten (觀塘區),,,
sch_00518,searchKeywords,PASS,"[""Christian"",""觀塘區"",""九龍""]",,,
sch_00518,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00518,district,FAIL,district:觀塘區|region:九龍,九龍,,Use region value for district field
sch_00518,level,PASS,幼稚園,,,
sch_00518,tuitionMin,FAIL,tuition:3499,,,Schema: split tuition into tuitionMin/Max
sch_00518,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00518,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00518,language,PASS,全英文,,,
sch_00518,highlights,FAIL,"features:[""藝術特色"",""音樂特色"",""小班教學"",""雙語教學"",""體育特色""]","[""藝術特色"",""音樂特色"",""小班教學"",""雙語教學"",""體育特色""]",,Rename features to highlights
sch_00518,address,FAIL,香港九龍觀塘區某街道157號,,,Placeholder address
sch_00518,phone,NEED_REVIEW,23157597,,,
sch_00518,website,FAIL,https://www.school518.edu.hk,,,Placeholder URL
sch_00518,applicationMaterials,UNKNOWN,MISSING,,,
sch_00518,applicationLink,FAIL,https://www.school518.edu.hk/admission,,,Placeholder URL
sch_00518,latitude,NEED_REVIEW,22.313165,,,
sch_00518,longitude,NEED_REVIEW,114.188019,,,
sch_00518,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00519,id,PASS,sch_00519,,,
sch_00519,name,NEED_REVIEW,路德會元朗區幼稚園（元朗區分校）,,,Synthetic name pattern
sch_00519,nameEn,NEED_REVIEW,Lutheran Kindergarten (元朗區),,,
sch_00519,searchKeywords,PASS,"[""Lutheran"",""元朗區"",""新界""]",,,
sch_00519,category,FAIL,type:資助學校|funding:資助,,,Schema mismatch: use category not type/fundingType
sch_00519,district,FAIL,district:元朗區|region:新界,新界,,Use region value for district field
sch_00519,level,PASS,幼稚園,,,
sch_00519,tuitionMin,FAIL,tuition:2910,,,Schema: split tuition into tuitionMin/Max
sch_00519,tuitionMax,FAIL,MISSING,,,Field missing in data
sch_00519,curriculum,FAIL,DSE 課程,"[""DSE 課程""]",,Should be array not string
sch_00519,language,FAIL,雙語,,,
sch_00519,highlights,FAIL,"features:[""國際交流"",""品德教育"",""體育特色"",""環保教育"",""閱讀計劃""]","[""國際交流"",""品德教育"",""體育特色"",""環保教育"",""閱讀計劃""]",,Rename features to highlights
sch_00519,address,FAIL,香港新界元朗區某街道18號,,,Placeholder address
sch_00519,phone,NEED_REVIEW,33867661,,,
sch_00519,website,FAIL,https://www.school519.edu.hk,,,Placeholder URL
sch_00519,applicationMaterials,UNKNOWN,MISSING,,,
sch_00519,applicationLink,FAIL,https://www.school519.edu.hk/admission,,,Placeholder URL
sch_00519,latitude,NEED_REVIEW,22.467742,,,
sch_00519,longitude,NEED_REVIEW,114.049343,,,
sch_00519,articulation,UNKNOWN,MISSING,,,Module not implemented
sch_00520,id,PASS,sch_00520,,,
