schoolId,currentName,currentNameEn,matchStatus,matchedOfficialName,matchedOfficialId,matchScore,notes
sch_00249,聖保羅堂幼稚園（西區）,St. Paul's Church Kindergarten (荃灣區),AMBIGUOUS,聖保羅堂幼稚園 | 聖保羅堂幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00250,約克國際東區幼稚園（東區）,York International Kindergarten (東區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00251,銅鑼灣維多利亞油尖旺區幼稚園（油尖旺區）,Causeway Bay Victoria Kindergarten (油尖旺區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00252,寶血九龍城區幼稚園（第2校）,Precious Blood Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00253,寶血幼稚園（北區）,Precious Blood Kindergarten (北區),AMBIGUOUS,寶血幼稚園 | 寶血幼稚園 | 寶血幼稚園（深水埗）,,70,multiple fuzzy matches (zh): 3
sch_00254,銅鑼灣維多利亞中西區幼稚園（第4校）,Causeway Bay Victoria Kindergarten (中西區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00255,約克國際幼稚園（九龍城區）,York International Kindergarten (九龍城區),AMBIGUOUS,約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00256,約克國際幼稚園（深水埗區分校）,York International Kindergarten (深水埗區),AMBIGUOUS,約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00257,國際英文東區幼稚園（第2校）,St. Catherine's International Kindergarten (東區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00258,銅鑼灣維多利亞東區幼稚園（南區）,Causeway Bay Victoria Kindergarten (東區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00259,銅鑼灣維多利亞幼稚園（南區）,Causeway Bay Victoria Kindergarten (九龍城區),AMBIGUOUS,銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園,,70,multiple fuzzy matches (zh): 3
sch_00260,寶血幼稚園（中西區分校）,Precious Blood Kindergarten (中西區),AMBIGUOUS,寶血幼稚園 | 寶血幼稚園 | 寶血幼稚園（深水埗）,,70,multiple fuzzy matches (zh): 3
sch_00261,寶血幼稚園（中西區）,Precious Blood Kindergarten (中西區),AMBIGUOUS,寶血幼稚園 | 寶血幼稚園 | 寶血幼稚園（深水埗）,,70,multiple fuzzy matches (zh): 3
sch_00262,學之園觀塘區幼稚園（觀塘區）,Learning Habitat Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00263,約克國際幼稚園（第3校）,York International Kindergarten (大埔區),AMBIGUOUS,約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00264,銅鑼灣維多利亞油尖旺區幼稚園（油尖旺區）,Causeway Bay Victoria Kindergarten (油尖旺區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00265,國際英文幼稚園（元朗區）,St. Catherine's International Kindergarten (元朗區),AMBIGUOUS,國際英文幼稚園 | 國際英文幼稚園 | 國際英文幼稚園 | 國際英文幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00266,聖保羅堂葵青區幼稚園（葵青區分校）,St. Paul's Church Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00267,寶血幼稚園（東區）,Precious Blood Kindergarten (油尖旺區),AMBIGUOUS,寶血幼稚園 | 寶血幼稚園 | 寶血幼稚園（深水埗）,,70,multiple fuzzy matches (zh): 3
sch_00268,聖保羅堂幼稚園（深水埗區分校）,St. Paul's Church Kindergarten (深水埗區),AMBIGUOUS,聖保羅堂幼稚園 | 聖保羅堂幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00269,銅鑼灣維多利亞幼稚園（黃大仙區分校）,Causeway Bay Victoria Kindergarten (黃大仙區),AMBIGUOUS,銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園,,70,multiple fuzzy matches (zh): 3
sch_00270,維多利亞幼稚園（第5校）,Victoria Kindergarten (深水埗區),AMBIGUOUS,維多利亞（君匯港）幼稚園 | 維多利亞（君匯港）幼稚園 | 維多利亞（君匯港）幼稚園 | 維多利亞幼稚園 | 維多利亞幼稚園 | 維多利亞幼稚園 | 維多利亞(寶翠園)幼稚園 | 維多利亞(寶翠園)幼稚園 | 維多利亞(寶翠園)幼稚園,,70,multiple fuzzy matches (zh): 9
sch_00271,聖保羅堂幼稚園（深水埗區）,St. Paul's Church Kindergarten (深水埗區),AMBIGUOUS,聖保羅堂幼稚園 | 聖保羅堂幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00272,寶血幼稚園（北區）,Precious Blood Kindergarten (葵青區),AMBIGUOUS,寶血幼稚園 | 寶血幼稚園 | 寶血幼稚園（深水埗）,,70,multiple fuzzy matches (zh): 3
sch_00273,聖保羅堂幼稚園（北區）,St. Paul's Church Kindergarten (油尖旺區),AMBIGUOUS,聖保羅堂幼稚園 | 聖保羅堂幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00274,約克國際西貢區幼稚園（西貢區分校）,York International Kindergarten (西貢區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00275,約克國際九龍城區幼稚園（九龍城區分校）,York International Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00276,聖保羅堂觀塘區幼稚園（觀塘區）,St. Paul's Church Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00277,國際英文北區幼稚園（北區分校）,St. Catherine's International Kindergarten (北區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00278,寶血幼稚園（南區）,Precious Blood Kindergarten (南區),AMBIGUOUS,寶血幼稚園 | 寶血幼稚園 | 寶血幼稚園（深水埗）,,70,multiple fuzzy matches (zh): 3
sch_00279,約克國際幼稚園（北區分校）,York International Kindergarten (北區),AMBIGUOUS,約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00280,約克國際幼稚園（西區）,York International Kindergarten (黃大仙區),AMBIGUOUS,約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00281,根德園幼稚園（沙田區）,Kentville Kindergarten (沙田區),AMBIGUOUS,根德園幼稚園 | 根德園幼稚園 | 根德園幼稚園 | 根德園幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00282,寶血幼稚園（第2校）,Precious Blood Kindergarten (灣仔區),AMBIGUOUS,寶血幼稚園 | 寶血幼稚園 | 寶血幼稚園（深水埗）,,70,multiple fuzzy matches (zh): 3
sch_00283,維多利亞中西區幼稚園（中西區）,Victoria Kindergarten (中西區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00284,約克國際幼稚園（東區）,York International Kindergarten (南區),AMBIGUOUS,約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00285,聖保羅堂離島區幼稚園（第5校）,St. Paul's Church Kindergarten (離島區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00286,國際英文沙田區幼稚園（第1校）,St. Catherine's International Kindergarten (沙田區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00287,維多利亞幼稚園（東區）,Victoria Kindergarten (黃大仙區),AMBIGUOUS,維多利亞（君匯港）幼稚園 | 維多利亞（君匯港）幼稚園 | 維多利亞（君匯港）幼稚園 | 維多利亞幼稚園 | 維多利亞幼稚園 | 維多利亞幼稚園 | 維多利亞(寶翠園)幼稚園 | 維多利亞(寶翠園)幼稚園 | 維多利亞(寶翠園)幼稚園,,70,multiple fuzzy matches (zh): 9
sch_00288,根德園灣仔區幼稚園（灣仔區分校）,Kentville Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00289,聖保羅堂幼稚園（東區）,St. Paul's Church Kindergarten (東區),AMBIGUOUS,聖保羅堂幼稚園 | 聖保羅堂幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00290,銅鑼灣維多利亞幼稚園（西區）,Causeway Bay Victoria Kindergarten (深水埗區),AMBIGUOUS,銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園,,70,multiple fuzzy matches (zh): 3
sch_00291,銅鑼灣維多利亞幼稚園（南區）,Causeway Bay Victoria Kindergarten (灣仔區),AMBIGUOUS,銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園,,70,multiple fuzzy matches (zh): 3
sch_00292,根德園幼稚園（元朗區分校）,Kentville Kindergarten (元朗區),AMBIGUOUS,根德園幼稚園 | 根德園幼稚園 | 根德園幼稚園 | 根德園幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00293,聖保羅堂幼稚園（南區）,St. Paul's Church Kindergarten (沙田區),AMBIGUOUS,聖保羅堂幼稚園 | 聖保羅堂幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00294,約克國際幼稚園（第4校）,York International Kindergarten (黃大仙區),AMBIGUOUS,約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園 | 約克國際幼稚園,,70,multiple fuzzy matches (zh): 4
sch_00295,約克國際中西區幼稚園（中西區分校）,York International Kindergarten (中西區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00296,寶血幼稚園（深水埗區）,Precious Blood Kindergarten (深水埗區),AMBIGUOUS,寶血幼稚園 | 寶血幼稚園 | 寶血幼稚園（深水埗）,,70,multiple fuzzy matches (zh): 3
sch_00297,寶血中西區幼稚園（中西區分校）,Precious Blood Kindergarten (中西區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00298,學之園荃灣區幼稚園（北區）,Learning Habitat Kindergarten (荃灣區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00299,學之園幼稚園（北區）,Learning Habitat Kindergarten (屯門區),AMBIGUOUS,學之園幼稚園(海翩康城) | 學之園幼稚園(海翩康城) | 學之園幼稚園（昇御海逸） | 學之園幼稚園（迎海） | 學之園幼稚園（迎海） | 學之園幼稚園（昇御海逸） | 學之園幼稚園(星匯居) | 學之園幼稚園(星匯居) | 學之園幼稚園(君豪峰) | 學之園幼稚園(君豪峰) | 學之園幼稚園 | 學之園幼稚園（凱帆薈） | 學之園幼稚園（凱帆薈） | 學之園幼稚園 | 學之園幼稚園(凱帆薈) | 學之園幼稚園(奧運) | 學之園幼稚園(奧運),,70,multiple fuzzy matches (zh): 17
sch_00300,銅鑼灣維多利亞幼稚園（第5校）,Causeway Bay Victoria Kindergarten (灣仔區),AMBIGUOUS,銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園 | 銅鑼灣維多利亞幼稚園,,70,multiple fuzzy matches (zh): 3
sch_00301,天主教幼稚園,Catholic Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00302,佛教南區幼稚園,Buddhist Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00303,佛教幼稚園,Buddhist Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00304,聖公會東區幼稚園,S.K.H. Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00305,道教幼稚園,Taoist Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00306,浸信會北區幼稚園,Baptist Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00307,循道衛理中西區幼稚園,Methodist Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00308,中華基督教會幼稚園,C.C.C. Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00309,循道衛理幼稚園,Methodist Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00310,循道衛理幼稚園,Methodist Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00311,中華基督教會觀塘區幼稚園,C.C.C. Kindergarten,UNMATCHED,,,0,no match in EDB database
sch_00312,基督教灣仔區幼稚園（東區）,Christian Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00313,救世軍幼稚園（深水埗區分校）,Salvation Army Kindergarten (深水埗區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00314,天主教沙田區幼稚園（沙田區）,Catholic Kindergarten (沙田區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00315,中華基督教會幼稚園（大埔區分校）,C.C.C. Kindergarten (大埔區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00316,救世軍葵青區幼稚園（第1校）,Salvation Army Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00317,浸信會離島區幼稚園（離島區）,Baptist Kindergarten (離島區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00318,循道衛理幼稚園（第3校）,Methodist Kindergarten (離島區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00319,路德會葵青區幼稚園（葵青區）,Lutheran Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00320,佛教幼稚園（南區）,Buddhist Kindergarten (屯門區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00321,中華基督教會南區幼稚園（第1校）,C.C.C. Kindergarten (南區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00322,佛教幼稚園（第2校）,Buddhist Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00323,循道衛理幼稚園（深水埗區）,Methodist Kindergarten (深水埗區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00324,救世軍中西區幼稚園（中西區）,Salvation Army Kindergarten (中西區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00325,中華基督教會中西區幼稚園（中西區分校）,C.C.C. Kindergarten (中西區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00326,佛教幼稚園（葵青區分校）,Buddhist Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00327,聖公會幼稚園（元朗區分校）,S.K.H. Kindergarten (元朗區),AMBIGUOUS,聖公會幼稚園 | 聖公會幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00328,救世軍大埔區幼稚園（第3校）,Salvation Army Kindergarten (大埔區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00329,聖公會灣仔區幼稚園（灣仔區）,S.K.H. Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00330,基督教幼稚園（屯門區）,Christian Kindergarten (屯門區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00331,聖公會幼稚園（南區分校）,S.K.H. Kindergarten (南區),AMBIGUOUS,聖公會幼稚園 | 聖公會幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00332,聖公會大埔區幼稚園（第2校）,S.K.H. Kindergarten (大埔區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00333,路德會九龍城區幼稚園（第3校）,Lutheran Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00334,天主教黃大仙區幼稚園（第4校）,Catholic Kindergarten (黃大仙區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00335,聖公會屯門區幼稚園（第5校）,S.K.H. Kindergarten (屯門區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00336,聖公會北區幼稚園（北區分校）,S.K.H. Kindergarten (北區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00337,聖公會中西區幼稚園（第2校）,S.K.H. Kindergarten (中西區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00338,中華基督教會灣仔區幼稚園（第3校）,C.C.C. Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00339,路德會大埔區幼稚園（大埔區分校）,Lutheran Kindergarten (大埔區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00340,基督教中西區幼稚園（第5校）,Christian Kindergarten (中西區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00341,佛教深水埗區幼稚園（深水埗區分校）,Buddhist Kindergarten (深水埗區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00342,佛教東區幼稚園（北區）,Buddhist Kindergarten (東區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00343,循道衛理東區幼稚園（東區）,Methodist Kindergarten (東區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00344,中華基督教會幼稚園（葵青區）,C.C.C. Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00345,救世軍幼稚園（東區）,Salvation Army Kindergarten (深水埗區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00346,聖公會幼稚園（北區）,S.K.H. Kindergarten (北區),AMBIGUOUS,聖公會幼稚園 | 聖公會幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00347,聖公會幼稚園（油尖旺區）,S.K.H. Kindergarten (油尖旺區),AMBIGUOUS,聖公會幼稚園 | 聖公會幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00348,循道衛理幼稚園（南區分校）,Methodist Kindergarten (南區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00349,浸信會油尖旺區幼稚園（第4校）,Baptist Kindergarten (油尖旺區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00350,浸信會幼稚園（第5校）,Baptist Kindergarten (北區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00351,循道衛理荃灣區幼稚園（荃灣區）,Methodist Kindergarten (荃灣區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00352,循道衛理中西區幼稚園（中西區分校）,Methodist Kindergarten (中西區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00353,浸信會幼稚園（南區）,Baptist Kindergarten (中西區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00354,救世軍離島區幼稚園（離島區分校）,Salvation Army Kindergarten (離島區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00355,天主教觀塘區幼稚園（觀塘區分校）,Catholic Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00356,天主教幼稚園（東區）,Catholic Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00357,救世軍幼稚園（第2校）,Salvation Army Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00358,聖公會幼稚園（黃大仙區分校）,S.K.H. Kindergarten (黃大仙區),AMBIGUOUS,聖公會幼稚園 | 聖公會幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00359,基督教幼稚園（第4校）,Christian Kindergarten (沙田區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00360,救世軍幼稚園（第5校）,Salvation Army Kindergarten (元朗區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00361,基督教屯門區幼稚園（屯門區分校）,Christian Kindergarten (屯門區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00362,循道衛理東區幼稚園（東區）,Methodist Kindergarten (東區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00363,佛教幼稚園（第3校）,Buddhist Kindergarten (油尖旺區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00364,天主教黃大仙區幼稚園（黃大仙區）,Catholic Kindergarten (黃大仙區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00365,中華基督教會灣仔區幼稚園（灣仔區分校）,C.C.C. Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00366,救世軍灣仔區幼稚園（北區）,Salvation Army Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00367,浸信會幼稚園（北區）,Baptist Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00368,基督教幼稚園（深水埗區分校）,Christian Kindergarten (深水埗區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00369,中華基督教會黃大仙區幼稚園（第4校）,C.C.C. Kindergarten (黃大仙區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00370,中華基督教會中西區幼稚園（中西區）,C.C.C. Kindergarten (中西區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00371,佛教幼稚園（第1校）,Buddhist Kindergarten (元朗區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00372,浸信會幼稚園（第2校）,Baptist Kindergarten (黃大仙區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00373,基督教葵青區幼稚園（第3校）,Christian Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00374,浸信會幼稚園（灣仔區）,Baptist Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00375,天主教東區幼稚園（東區）,Catholic Kindergarten (東區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00376,路德會九龍城區幼稚園（九龍城區）,Lutheran Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00377,道教屯門區幼稚園（屯門區分校）,Taoist Kindergarten (屯門區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00378,道教幼稚園（西區）,Taoist Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00379,道教大埔區幼稚園（第4校）,Taoist Kindergarten (大埔區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00380,循道衛理幼稚園（九龍城區）,Methodist Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00381,中華基督教會荃灣區幼稚園（第1校）,C.C.C. Kindergarten (荃灣區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00382,救世軍九龍城區幼稚園（東區）,Salvation Army Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00383,聖公會幼稚園（九龍城區分校）,S.K.H. Kindergarten (九龍城區),AMBIGUOUS,聖公會幼稚園 | 聖公會幼稚園,,70,multiple fuzzy matches (zh): 2
sch_00384,循道衛理幼稚園（北區）,Methodist Kindergarten (東區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00385,天主教幼稚園（第5校）,Catholic Kindergarten (中西區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00386,基督教離島區幼稚園（離島區）,Christian Kindergarten (離島區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00387,中華基督教會灣仔區幼稚園（灣仔區）,C.C.C. Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00388,道教荃灣區幼稚園（西區）,Taoist Kindergarten (荃灣區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00389,路德會觀塘區幼稚園（南區）,Lutheran Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00390,道教幼稚園（元朗區）,Taoist Kindergarten (元朗區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00391,中華基督教會南區幼稚園（東區）,C.C.C. Kindergarten (南區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00392,循道衛理中西區幼稚園（第2校）,Methodist Kindergarten (中西區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00393,天主教幼稚園（西區）,Catholic Kindergarten (荃灣區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00394,路德會幼稚園（灣仔區）,Lutheran Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00395,路德會油尖旺區幼稚園（油尖旺區分校）,Lutheran Kindergarten (油尖旺區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00396,佛教葵青區幼稚園（西區）,Buddhist Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00397,中華基督教會幼稚園（九龍城區）,C.C.C. Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00398,中華基督教會幼稚園（北區）,C.C.C. Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00399,道教北區幼稚園（北區）,Taoist Kindergarten (北區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00400,循道衛理幼稚園（黃大仙區）,Methodist Kindergarten (黃大仙區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00401,天主教觀塘區幼稚園（觀塘區分校）,Catholic Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00402,路德會幼稚園（第2校）,Lutheran Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00403,循道衛理九龍城區幼稚園（第3校）,Methodist Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00404,浸信會灣仔區幼稚園（東區）,Baptist Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00405,道教幼稚園（東區）,Taoist Kindergarten (葵青區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00406,浸信會幼稚園（灣仔區分校）,Baptist Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00407,佛教東區幼稚園（東區）,Buddhist Kindergarten (東區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00408,聖公會西貢區幼稚園（西貢區分校）,S.K.H. Kindergarten (西貢區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00409,路德會幼稚園（南區）,Lutheran Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00410,天主教幼稚園（西區）,Catholic Kindergarten (南區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00411,道教九龍城區幼稚園（南區）,Taoist Kindergarten (九龍城區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00412,聖公會南區幼稚園（北區）,S.K.H. Kindergarten (南區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00413,浸信會幼稚園（元朗區分校）,Baptist Kindergarten (元朗區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00414,浸信會幼稚園（觀塘區）,Baptist Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00415,佛教觀塘區幼稚園（觀塘區）,Buddhist Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00416,循道衛理東區幼稚園（東區分校）,Methodist Kindergarten (東區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00417,中華基督教會幼稚園（中西區分校）,C.C.C. Kindergarten (中西區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00418,聖公會觀塘區幼稚園（西區）,S.K.H. Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00419,路德會黃大仙區幼稚園（黃大仙區）,Lutheran Kindergarten (黃大仙區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00420,救世軍幼稚園（第5校）,Salvation Army Kindergarten (東區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00421,佛教灣仔區幼稚園（北區）,Buddhist Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00422,天主教西貢區幼稚園（西貢區分校）,Catholic Kindergarten (西貢區),UNMATCHED,,,0,synthetic: 分校 pattern
sch_00423,天主教中西區幼稚園（第3校）,Catholic Kindergarten (中西區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00424,中華基督教會幼稚園（第4校）,C.C.C. Kindergarten (觀塘區),UNMATCHED,,,0,synthetic: 第N校 pattern
sch_00425,道教幼稚園（南區）,Taoist Kindergarten (南區),UNMATCHED,,,0,synthetic: 區 suffix pattern
sch_00426,循道衛理灣仔區幼稚園（西區）,Methodist Kindergarten (灣仔區),UNMATCHED,,,0,synthetic: 區 suffix pattern
