SCHOOL NO.,ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,WEBSITE,網頁,RELIGION,宗教
214990000133,Aided Secondary Schools,資助中學,S.K.H. LEUNG KWAI YEE SECONDARY SCHOOL,聖公會梁季彜中學,28 HIU MING STREET KWUN TONG KOWLOON,九龍曉明街28號,114.23126445,114.23126445,22.31384588,22.31384588,841872.0,841872.0,819430.0,819430.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,27274321,27274321,23481627,23481627,http://www.skhlkyss.edu.hk,http://www.skhlkyss.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
230286000233,Aided Secondary Schools,資助中學,JU CHING CHU SECONDARY SCHOOL (YUEN LONG),裘錦秋中學(元朗),5 TIN WU ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天湖路5號,114.00308763,114.00308763,22.453563,22.453563,818380.0,818380.0,834911.0,834911.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,24450228,24450228,24451637,24451637,http://www.jccssyl.edu.hk,http://www.jccssyl.edu.hk,NOT APPLICABLE,不適用
270199000133,Aided Secondary Schools,資助中學,PO LEUNG KUK HO YUK CHING (1984) COLLEGE,保良局甲子何玉清中學,2 CHAP FUK ROAD TSEUNG KWAN O NEW TERRITORIES,新界 將軍澳 集福路2號,114.26608228,114.26608228,22.32001641,22.32001641,845459.0,845459.0,820115.0,820115.0,CO-ED,男女,WHOLE DAY,全日,SAI KUNG,西貢區,AIDED,資助,SECONDARY,中學,27037363,27037363,27049602,27049602,http://www.plk1984.edu.hk,http://www.plk1984.edu.hk,NOT APPLICABLE,不適用
170216000133,Aided Secondary Schools,資助中學,THE CHURCH OF CHRIST IN CHINA KWEI WAH SHAN COLLEGE,中華基督教會桂華山中學,62 CLOUD VIEW ROAD HONG KONG,香港雲景道62號,114.19974598,114.19974598,22.28667125,22.28667125,838625.0,838625.0,816420.0,816420.0,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,AIDED,資助,SECONDARY,中學,25711285,25711285,28070085,28070085,http://www.ccckws.edu.hk,http://www.ccckws.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
511943000133,Aided Secondary Schools,資助中學,HENRIETTA SECONDARY SCHOOL,顯理中學,2 CITY GARDEN ROAD NORTH POINT HONG KONG,香港北角城市花園道二號,114.19473953,114.19473953,22.29185546,22.29185546,838109.0,838109.0,816994.0,816994.0,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,AIDED,資助,SECONDARY,中學,25701466,25701466,25034603,25034603,http://www.henrietta.edu.hk,http://www.henrietta.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
190489000133,Aided Secondary Schools,資助中學,PO LEUNG KUK LO KIT SING (1983) COLLEGE,保良局羅傑承(一九八三)中學,"CHEUNG HONG ESTATE, TSING YI, NEW TERRITORIES",新界青衣長康邨,114.10363695,114.10363695,22.34928351,22.34928351,828724.0,828724.0,823355.0,823355.0,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,SECONDARY,中學,24977110,24977110,24311156,24311156,http://www.plk83.edu.hk,http://www.plk83.edu.hk,NOT APPLICABLE,不適用
519162000133,Aided Secondary Schools,資助中學,CARITAS CHAN CHUN HA FIELD STUDIES CENTRE,明愛陳震夏郊野學園,CC LOT NO 1139 LUNG TSAI TSUEN CHEUNG CHAU NEW TERRITORIES (EXCLUDING THE NON-SCHOOL PORTIONS),新界長洲長洲地段1139號龍仔村(不包括非學校部份),114.03748152,114.03748152,22.20736906,22.20736906,821895.0,821895.0,807645.0,807645.0,CO-ED,男女,WHOLE DAY,全日,ISLANDS,離島區,AIDED,資助,SECONDARY,中學,29811899,29811899,29813767,29813767,http://www.caritasfsc.edu.hk,http://www.caritasfsc.edu.hk,CATHOLICISM,天主教
190799000133,Aided Secondary Schools,資助中學,HO DAO COLLEGE (SPONSORED BY SIK SIK YUEN),可道中學(嗇色園主辦),11 HUNG SHUN ROAD YUEN LONG NEW TERRITORIES,新界元朗洪順路11號,113.99964439,113.99964439,22.43380069,22.43380069,818023.0,818023.0,832723.0,832723.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,24799885,24799885,24747324,24747324,http://www.hodao.edu.hk,http://www.hodao.edu.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教
214485000233,Aided Secondary Schools,資助中學,ABERDEEN BAPTIST LUI MING CHOI COLLEGE,香港仔浸信會呂明才書院,18 LEI TUNG ESTATE RD AP LEI CHAU HONG KONG,香港鴨脷洲利東邨道十八號,114.15538741,114.15538741,22.2422045,22.2422045,834053.0,834053.0,811496.0,811496.0,CO-ED,男女,WHOLE DAY,全日,SOUTHERN,南區,AIDED,資助,SECONDARY,中學,25526875,25526875,25180302,25180302,http://www.ablmcc.edu.hk,http://www.ablmcc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
512141000233,Aided Secondary Schools,資助中學,HONG KONG TRUE LIGHT COLLEGE,香港真光書院,1 LEI TUNG ESTATE ROAD APLEICHAU HONG KONG,香港鴨脷洲利東邨道一號,114.15819083,114.15819083,22.24268348,22.24268348,834342.0,834342.0,811549.0,811549.0,GIRLS,女,WHOLE DAY,全日,SOUTHERN,南區,AIDED,資助,SECONDARY,中學,28711214,28711214,28713110,28713110,http://www.hktlc.edu.hk,http://www.hktlc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
320609000133,Aided Secondary Schools,資助中學,STEWARDS POOI TUN SECONDARY SCHOOL,香港神託會培敦中學,162 HAMMER HILL ROAD KOWLOON,九龍斧山道162號,114.20817106,114.20817106,22.34027548,22.34027548,839492.0,839492.0,822356.0,822356.0,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23265211,23265211,23201344,23201344,http://www.pooitun.edu.hk,http://www.pooitun.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
511102000133,Aided Secondary Schools,資助中學,ABERDEEN TECHNICAL SCHOOL,香港仔工業學校,1 WONG CHUK HANG ROAD ABERDEEN HONG KONG,香港香港仔黃竹坑道1號,114.16076082,114.16076082,22.24875236,22.24875236,834607.0,834607.0,812221.0,812221.0,BOYS,男,WHOLE DAY,全日,SOUTHERN,南區,AIDED,資助,SECONDARY,中學,25524141,25524141,25521702,25521702,http://www.ats.edu.hk,http://www.ats.edu.hk,CATHOLICISM,天主教
214426000133,Aided Secondary Schools,資助中學,PENTECOSTAL SCHOOL,五旬節中學,14 PERTH STREET KOWLOON,九龍巴富街14號,114.18129063,114.18129063,22.32126004,22.32126004,836723.0,836723.0,820250.0,820250.0,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,AIDED,資助,SECONDARY,中學,27132772,27132772,27142854,27142854,http://www.pentecostalschool.edu.hk,http://www.pentecostalschool.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
213764000133,Aided Secondary Schools,資助中學,KOWLOON TONG SCHOOL (SECONDARY SECTION),九龍塘學校(中學部),10 SURREY LANE KOWLOON TONG KOWLOON,九龍九龍塘舒梨道10號,114.17584546,114.17584546,22.3287284,22.3287284,836162.0,836162.0,821077.0,821077.0,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,AIDED,資助,SECONDARY,中學,23370680,23370680,23362967,23362967,http://www.ktsss.edu.hk,http://www.ktsss.edu.hk,NOT APPLICABLE,不適用
213195000233,Aided Secondary Schools,資助中學,ST. STEPHEN'S CHURCH COLLEGE,聖士提反堂中學,71 BONHAM ROAD HONG KONG,香港般咸道71號,114.13820557,114.13820557,22.28484408,22.28484408,832283.0,832283.0,816218.0,816218.0,CO-ED,男女,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,AIDED,資助,SECONDARY,中學,25466111,25466111,25407518,25407518,http://www.sscc.edu.hk,http://www.sscc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
213705000133,Aided Secondary Schools,資助中學,HONG KONG TANG KING PO COLLEGE,香港鄧鏡波書院,25 & 27 KENNEDY ROAD HONG KONG,香港堅尼地道25＆27號,114.17143105,114.17143105,22.27393054,22.27393054,835707.0,835707.0,815009.0,815009.0,BOYS,男,WHOLE DAY,全日,WAN CHAI,灣仔區,AIDED,資助,SECONDARY,中學,25272426,25272426,25285954,25285954,http://www.hktkpc.edu.hk,http://www.hktkpc.edu.hk,CATHOLICISM,天主教
230057000133,Aided Secondary Schools,資助中學,SHUNG TAK CATHOLIC ENGLISH COLLEGE,天主教崇德英文書院,1 HUNG TAK ROAD HUNG SHUI KIU YUEN LONG NEW TERRITORIES,新界元朗洪水橋洪德路1號,113.9988965,113.9988965,22.43374569,22.43374569,817946.0,817946.0,832717.0,832717.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,24764263,24764263,24734437,24734437,http://www.stc.edu.hk,http://www.stc.edu.hk,CATHOLICISM,天主教
190551000133,Aided Secondary Schools,資助中學,HHCKLA BUDDHIST LEUNG CHIK WAI COLLEGE,香海正覺蓮社佛教梁植偉中學,ESTATE SECONDARY SCHOOL NO 3 WU KING ESTATE TUEN MUN NEW TERRITORIES,新界屯門湖景邨屋邨中學第三校舍,113.96475953,113.96475953,22.37776081,22.37776081,814423.0,814423.0,826522.0,826522.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24676672,24676672,24552060,24552060,http://www.blcwc.edu.hk,http://www.blcwc.edu.hk,BUDDHISM,佛教
212725000133,Aided Secondary Schools,資助中學,SHENG KUNG HUI TANG SHIU KIN SECONDARY SCHOOL,聖公會鄧肇堅中學,9 OI KWAN ROAD MORRISON HILL HONG KONG,香港灣仔愛群道9號,114.17829097,114.17829097,22.27593543,22.27593543,836414.0,836414.0,815231.0,815231.0,CO-ED,男女,WHOLE DAY,全日,WAN CHAI,灣仔區,AIDED,資助,SECONDARY,中學,25742326,25742326,25744048,25744048,http://www.tsk.edu.hk,http://www.tsk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
213292000133,Aided Secondary Schools,資助中學,THE PENTECOSTAL HOLINESS CHURCH WING KWONG COLLEGE,五旬節聖潔會永光書院,155 LUNG CHEUNG ROAD WANG TAU HOM KOWLOON,九龍橫頭磡龍翔道155號,114.18926117,114.18926117,22.34190354,22.34190354,837544.0,837544.0,822536.0,822536.0,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23370137,23370137,23363142,23363142,http://www.wingkwong.edu.hk,http://www.wingkwong.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
190721000133,Aided Secondary Schools,資助中學,S.K.H. CHAN YOUNG SECONDARY SCHOOL,聖公會陳融中學,6 CHI CHEONG ROAD SHEUNG SHUI NEW TERRITORIES,新界上水智昌路六號,114.13272284,114.13272284,22.50101504,22.50101504,831725.0,831725.0,840156.0,840156.0,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,SECONDARY,中學,26718989,26718989,26793399,26793399,http://www.skhcyss.edu.hk,http://www.skhcyss.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
190730000133,Aided Secondary Schools,資助中學,HONG KONG RED SWASTIKA SOCIETY TAI PO SECONDARY SCHOOL,香港紅卍字會大埔卍慈中學,FU HENG ESTATE TAI PO NEW TERRITORIES,新界大埔富亨邨,114.17148213,114.17148213,22.4607905,22.4607905,835713.0,835713.0,835701.0,835701.0,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,AIDED,資助,SECONDARY,中學,26666821,26666821,26678029,26678029,http://www.hkrsstpss.edu.hk,http://www.hkrsstpss.edu.hk,NOT APPLICABLE,不適用
190462000133,Aided Secondary Schools,資助中學,LIU PO SHAN MEMORIAL COLLEGE,廖寶珊紀念書院,STANDARD SECONDARY SCHOOL 22-66 WAI TSUEN ROAD TSUEN WAN NEW TERRITORIES,新界荃灣蕙荃路22-66號標準中學,114.12065514,114.12065514,22.3734741,22.3734741,830478.0,830478.0,826033.0,826033.0,CO-ED,男女,WHOLE DAY,全日,TSUEN WAN,荃灣區,AIDED,資助,SECONDARY,中學,24996711,24996711,24909392,24909392,http://www.lpsmc.edu.hk,http://www.lpsmc.edu.hk,NOT APPLICABLE,不適用
190748000133,Aided Secondary Schools,資助中學,BUDDHIST TAI KWONG CHI HONG COLLEGE,佛教大光慈航中學,4 CHUI YI STREET TAI PO NT,新界大埔翠怡街四號,114.16317588,114.16317588,22.45323153,22.45323153,834858.0,834858.0,834864.0,834864.0,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,AIDED,資助,SECONDARY,中學,26640833,26640833,26646687,26646687,http://www.btkchc.edu.hk,http://www.btkchc.edu.hk,BUDDHISM,佛教
190772000133,Aided Secondary Schools,資助中學,MA ON SHAN TSUNG TSIN SECONDARY SCHOOL,馬鞍山崇真中學,5 HANG SHUN STREET MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山恆信街5號,114.22243315,114.22243315,22.40574346,22.40574346,840959.0,840959.0,829606.0,829606.0,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,SECONDARY,中學,26404938,26404938,26404965,26404965,http://www.mosttss.edu.hk,http://www.mosttss.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170771000233,Aided Secondary Schools,資助中學,ST. FRANCIS OF ASSISI'S COLLEGE,聖芳濟各書院,"1 YAN SHING LANE FANLING, NEW TERRITORIES",新界粉嶺欣盛里一號,114.13852851,114.13852851,22.48769669,22.48769669,832322.0,832322.0,838681.0,838681.0,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,SECONDARY,中學,26779702,26779702,26779759,26779759,http://www.sfac.edu.hk,http://www.sfac.edu.hk,CATHOLICISM,天主教
190179000133,Aided Secondary Schools,資助中學,SHUN TAK FRATERNAL ASSOCIATION TAM PAK YU COLLEGE,順德聯誼總會譚伯羽中學,YAU OI ESTATE TUEN MUN NEW TERRITORIES,新界屯門友愛邨,113.97260047,113.97260047,22.38764121,22.38764121,815232.0,815232.0,827615.0,827615.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24501402,24501402,24401994,24401994,http://www.tpyc.edu.hk,http://www.tpyc.edu.hk,NOT APPLICABLE,不適用
190217000133,Aided Secondary Schools,資助中學,BUDDHIST KOK KWONG SECONDARY SCHOOL,佛教覺光法師中學,SHA KOK ESTATE SHATIN NEW TERRITORIES,新界沙田沙角邨,114.19384773,114.19384773,22.37984948,22.37984948,838016.0,838016.0,826738.0,826738.0,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,SECONDARY,中學,26473737,26473737,26364050,26364050,http://www.bkkss.edu.hk,http://www.bkkss.edu.hk,BUDDHISM,佛教
151335000133,Aided Secondary Schools,資助中學,THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG YUEN LONG LUTHERAN SECONDARY SCHOOL,基督教香港信義會元朗信義中學,TIN YIU ESTATE TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天耀邨,114.00394475,114.00394475,22.45181202,22.45181202,818468.0,818468.0,834717.0,834717.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,24480622,24480622,24480698,24480698,http://www.yll.edu.hk,http://www.yll.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170933000133,Aided Secondary Schools,資助中學,THE HONG KONG TAOIST ASSOCIATION CHING CHUNG SECONDARY SCHOOL,香港道教聯合會青松中學,4 HIU YUK PATH SAU MAU PING KWUN TONG KOWLOON,九龍觀塘秀茂坪曉育徑四號,114.23276893,114.23276893,22.31415241,22.31415241,842027.0,842027.0,819464.0,819464.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,27274315,27274315,23477376,23477376,http://www.ccss.edu.hk,http://www.ccss.edu.hk,TAOISM,道教
530778000133,Aided Secondary Schools,資助中學,CHING CHUNG HAU PO WOON SECONDARY SCHOOL,青松侯寶垣中學,21 HANG FU STREET TUEN MUN NEW TERRITORIES,新界屯門恒富街21號,113.97248164,113.97248164,22.38257496,22.38257496,815219.0,815219.0,827054.0,827054.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24577154,24577154,24597785,24597785,http://www.cchpwss.edu.hk,http://www.cchpwss.edu.hk,TAOISM,道教
512281000133,Aided Secondary Schools,資助中學,THE CHURCH OF CHRIST IN CHINA KEI CHI SECONDARY SCHOOL,中華基督教會基智中學,20 SHUI NING STREET KWUN TONG KOWLOON,九龍觀塘瑞寧街20號,114.22449097,114.22449097,22.31683714,22.31683714,841174.0,841174.0,819761.0,819761.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,23422934,23422934,23445392,23445392,http://www.keichi.edu.hk,http://www.keichi.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
270130000133,Aided Secondary Schools,資助中學,THE CHURCH OF CHRIST IN CHINA FUNG LEUNG KIT MEMORIAL SECONDARY SCHOOL,中華基督教會馮梁結紀念中學,22 PLOVER COVE ROAD TAI PO NEW TERRITORIES,新界大埔寶湖道22號,114.17308558,114.17308558,22.44803053,22.44803053,835878.0,835878.0,834288.0,834288.0,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,AIDED,資助,SECONDARY,中學,26516033,26516033,26509629,26509629,http://www.flk.edu.hk,http://www.flk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
521981000133,Aided Secondary Schools,資助中學,STEWARDS MA KAM MING CHARITABLE FOUNDATION MA KO PAN MEMORIAL COLLEGE,馬錦明慈善基金馬可賓紀念中學,17 SHEK PAI TAU ROAD TUEN MUN NEW TERRITORIES,新界屯門石排頭路17號,113.97379514,113.97379514,22.40084526,22.40084526,815357.0,815357.0,829077.0,829077.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24077440,24077440,24077443,24077443,http://www.makopan.edu.hk,http://www.makopan.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
510599000133,Aided Secondary Schools,資助中學,SEMPLE MEMORIAL SECONDARY SCHOOL,深培中學,18 SIU LUN STREET TUEN MUN NEW TERRITORIES,新界屯門兆麟街18號,113.97796547,113.97796547,22.38432468,22.38432468,815784.0,815784.0,827247.0,827247.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24524702,24524702,24517154,24517154,http://www.semple.edu.hk,http://www.semple.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
190896000233,Aided Secondary Schools,資助中學,HONG KONG TEACHERS' ASSOCIATION LEE HENG KWEI SECONDARY SCHOOL,香港教師會李興貴中學,WAN TAU TONG ESTATE TAI PO NEW TERRITORIES,新界大埔運頭塘邨,114.16955936,114.16955936,22.44253086,22.44253086,835515.0,835515.0,833679.0,833679.0,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,AIDED,資助,SECONDARY,中學,26317556,26317556,26517911,26517911,http://www.hktalhk.edu.hk,http://www.hktalhk.edu.hk,NOT APPLICABLE,不適用
524549000133,Aided Secondary Schools,資助中學,CHINA HOLINESS CHURCH LIVING SPIRIT COLLEGE,中華聖潔會靈風中學,1 TUNG LEUNG LANE TAI PO NEW TERRITORIES,新界大埔棟樑里一號,114.17391117,114.17391117,22.45669977,22.45669977,835963.0,835963.0,835248.0,835248.0,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,AIDED,資助,SECONDARY,中學,29589694,29589694,29589846,29589846,http://www.lsc.edu.hk,http://www.lsc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170682000133,Aided Secondary Schools,資助中學,LEUNG SHEK CHEE COLLEGE,梁式芝書院,80 HIU KWONG STREET KWUN TONG KOWLOON,九龍觀塘曉光街80號,114.23305057,114.23305057,22.31457675,22.31457675,842056.0,842056.0,819511.0,819511.0,GIRLS,女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,23496626,23496626,23496390,23496390,http://www.lscc.edu.hk,http://www.lscc.edu.hk,CATHOLICISM,天主教
170143000133,Aided Secondary Schools,資助中學,LEE KAU YAN MEMORIAL SCHOOL,李求恩紀念中學,NKIL 4644 SAN PO KONG KOWLOON,九龍新蒲崗九龍內地段4644號,114.19474464,114.19474464,22.33193327,22.33193327,838109.0,838109.0,821432.0,821432.0,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23834814,23834814,27185334,27185334,http://www.lkyms.edu.hk,http://www.lkyms.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
132764000133,Aided Secondary Schools,資助中學,CHRIST COLLEGE,基督書院,POK HONG ESTATE SHATIN NEW TERRITORIES,新界沙田博康邨,114.19506085,114.19506085,22.37489159,22.37489159,838141.0,838141.0,826189.0,826189.0,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,SECONDARY,中學,26353330,26353330,26364588,26364588,http://www.christcollege.edu.hk,http://www.christcollege.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
190438000133,Aided Secondary Schools,資助中學,PENTECOSTAL LAM HON KWONG SCHOOL,五旬節林漢光中學,YUE TIN COURT SHATIN NEW TERRITORIES,新界沙田愉田苑,114.20236441,114.20236441,22.3846526,22.3846526,838893.0,838893.0,827270.0,827270.0,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,SECONDARY,中學,26488291,26488291,26473324,26473324,http://www.plhks.edu.hk,http://www.plhks.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170429000233,Aided Secondary Schools,資助中學,PO CHIU CATHOLIC SECONDARY SCHOOL,天主教普照中學,NO. 1 PO CHIU ROAD YAU TONG KOWLOON,九龍油塘普照路一號,114.23803211,114.23803211,22.29817537,22.29817537,842570.0,842570.0,817695.0,817695.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,23479928,23479928,27175293,27175293,http://www.pochiu.edu.hk,http://www.pochiu.edu.hk,CATHOLICISM,天主教
518360000133,Aided Secondary Schools,資助中學,BAPTIST WING LUNG SECONDARY SCHOOL,浸信會永隆中學,TAI HING GARDENS PHASE II 6A HO HING CIRCUIT TUEN MUN NEW TERRITORIES,新界屯門河興街6A大興花園第二期,113.97126329,113.97126329,22.39889148,22.39889148,815096.0,815096.0,828861.0,828861.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24643638,24643638,24634382,24634382,http://www.bwlss.edu.hk,http://www.bwlss.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
530034000133,Aided Secondary Schools,資助中學,FANLING RHENISH CHURCH SECONDARY SCHOOL,粉嶺禮賢會中學,"1 LUEN YICK STREET, LUEN WO MARKET, FANLING, NEW TERRITORIES",新界粉嶺聯和墟聯益街1號,114.14213147,114.14213147,22.49686336,22.49686336,832693.0,832693.0,839696.0,839696.0,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,SECONDARY,中學,29473698,29473698,29474698,29474698,http://www.frcss.edu.hk,http://www.frcss.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
514101000133,Aided Secondary Schools,資助中學,ST. LOUIS SCHOOL,聖類斯中學,179 THIRD STREET HONG KONG,香港第三街179號,114.13755511,114.13755511,22.28599985,22.28599985,832216.0,832216.0,816346.0,816346.0,BOYS,男,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,AIDED,資助,SECONDARY,中學,25460117,25460117,25407341,25407341,http://www.stlouis.edu.hk,http://www.stlouis.edu.hk,CATHOLICISM,天主教
210137000133,Aided Secondary Schools,資助中學,TSUNG TSIN COLLEGE,崇真書院,9 LEUNG CHOI LANE TUEN MUN NT,新界屯門良才里9號,113.96806165,113.96806165,22.40329424,22.40329424,814767.0,814767.0,829349.0,829349.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24637373,24637373,24637535,24637535,http://www.ttc.edu.hk,http://www.ttc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
545147000133,Aided Secondary Schools,資助中學,LING LIANG CHURCH E WUN SECONDARY SCHOOL,靈糧堂怡文中學,37 MAN TUNG ROAD TUNG CHUNG NEW TERRITORIES,新界東涌文東路37號,113.94464925,113.94464925,22.29038094,22.29038094,812337.0,812337.0,816849.0,816849.0,CO-ED,男女,WHOLE DAY,全日,ISLANDS,離島區,AIDED,資助,SECONDARY,中學,21094000,21094000,21094066,21094066,http://www.llcew.edu.hk,http://www.llcew.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
518379000133,Aided Secondary Schools,資助中學,FUNG KAI LIU MAN SHEK TONG SECONDARY SCHOOL,鳳溪廖萬石堂中學,6 FUNG NAM ROAD SHEUNG SHUI NEW TERRITORIES,新界上水鳳南路6號,114.12720977,114.12720977,22.50840029,22.50840029,831158.0,831158.0,840974.0,840974.0,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,SECONDARY,中學,26736106,26736106,26736810,26736810,http://www.fklmstss.edu.hk,http://www.fklmstss.edu.hk,NOT APPLICABLE,不適用
541850000233,Aided Secondary Schools,資助中學,PO LEUNG KUK CELINE HO YAM TONG COLLEGE,保良局何蔭棠中學,NO 176 PO KONG VILLAGE ROAD WONG TAI SIN KOWLOON,九龍黃大仙蒲崗村道176號,114.2039104,114.2039104,22.3448999,22.3448999,839053.0,839053.0,822868.0,822868.0,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,26269930,26269930,26269339,26269339,http://www.plkchc.edu.hk,http://www.plkchc.edu.hk,NOT APPLICABLE,不適用
514020000133,Aided Secondary Schools,資助中學,ST. CLARE'S GIRLS' SCHOOL,聖嘉勒女書院,50 MOUNT DAVIS ROAD HONG KONG,香港摩星嶺道50號,114.12205379,114.12205379,22.27284675,22.27284675,830618.0,830618.0,814890.0,814890.0,GIRLS,女,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,AIDED,資助,SECONDARY,中學,28171764,28171764,28558420,28558420,http://www.stclare.edu.hk,http://www.stclare.edu.hk,CATHOLICISM,天主教
523208000133,Aided Secondary Schools,資助中學,TUNG WAH GROUP OF HOSPITALS MR & MRS KWONG SIK KWAN COLLEGE,東華三院鄺錫坤伉儷中學,CHUNG LING PATH TUEN MUN NEW TERRITORIES,新界屯門松齡徑,113.97206489,113.97206489,22.40855509,22.40855509,815180.0,815180.0,829931.0,829931.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24699010,24699010,24699008,24699008,http://www.twghsksk.edu.hk,http://www.twghsksk.edu.hk,NOT APPLICABLE,不適用
